2000 11393
1042 1576 24
31 1155 43
24 856 47
386 1164 31
569 1440 23
124 1654 32
388 558 9
187 1405 22
658 1459 27
508 1642 36
304 406 27
689 744 33
214 265 9
470 1311 19
187 1181 21
543 1252 9
447 1376 31
812 1083 52
114 599 28
568 876 41
583 973 14
858 1742 9
395 1710 42
570 752 3
1391 1748 27
215 1352 15
674 1326 36
63 704 41
3 1900 34
1602 1845 42
1747 1934 25
712 791 23
1315 1871 34
1806 1960 24
1258 1398 44
124 1779 40
313 1701 25
1346 1912 23
205 1458 43
350 1427 29
699 1563 32
804 1888 35
1642 1720 42
204 862 49
644 1398 14
377 430 28
689 1229 24
1151 1863 35
42 414 38
61 1536 25
283 565 8
1554 1997 40
184 1134 42
173 1966 40
377 883 10
298 1874 34
206 1767 41
243 259 23
579 1746 9
422 1844 15
1004 1869 5
1135 1571 32
1054 1344 18
141 696 25
664 1679 62
1017 1195 39
41 1228 29
535 689 40
1508 1921 30
42 202 10
663 810 33
347 522 19
480 1493 56
1319 1833 12
1273 1776 36
588 934 30
1784 1885 36
337 1930 32
673 1360 16
347 860 14
477 536 28
755 1939 41
13 1639 23
795 1458 29
666 1838 39
1717 1720 30
503 1139 32
320 661 23
386 1600 35
308 750 33
1769 1843 33
602 603 26
6 39 19
255 785 33
194 1361 28
166 725 32
307 1285 23
1013 1965 29
319 1870 44
510 771 32
947 1778 29
529 849 20
247 1776 21
610 847 32
741 986 40
192 818 51
1057 1865 27
380 1617 19
419 861 7
640 1678 29
259 444 31
1817 1965 21
1497 1871 3
279 1018 38
130 1870 31
948 1030 52
32 1583 24
27 1540 9
241 531 33
1359 1591 33
1476 1489 24
664 1262 29
173 1206 18
759 1519 52
899 1249 43
214 1266 27
1646 1656 17
13 977 38
360 1216 24
449 1692 38
587 1043 46
396 609 30
517 1136 72
839 1924 41
926 1525 29
704 858 39
64 545 17
490 1723 26
782 1946 30
200 283 26
83 1842 42
251 1910 19
106 1830 30
914 1933 21
55 144 43
1303 1487 28
1347 1892 20
1003 1547 33
265 1722 7
288 1970 47
41 1919 30
817 1950 21
1254 1288 31
197 1374 11
100 1541 26
207 1891 46
440 1141 35
1016 1739 46
774 872 17
1251 1791 52
518 1209 38
640 1530 36
1028 1667 37
667 1863 31
1040 1408 30
1252 1259 16
1719 1786 34
1858 1977 43
816 1726 20
1500 1509 11
790 1620 41
388 1847 39
1735 1816 34
808 1470 17
598 1865 23
349 1977 40
294 1106 32
326 945 35
504 1757 16
1388 1536 40
968 1515 57
1093 1618 42
1606 1632 25
647 1976 28
707 959 37
30 490 30
731 1102 28
1510 1871 64
1065 1998 43
5 466 27
630 1284 30
1489 1729 40
986 1327 43
520 902 40
322 662 48
703 1995 25
1235 1793 44
1433 1824 43
624 1406 14
330 900 31
1598 1640 47
296 1335 10
740 1506 47
336 1555 15
876 1803 20
1526 1626 17
1034 1734 22
799 1993 50
893 1333 24
395 1557 40
328 577 27
734 1299 21
945 1241 34
1120 1615 33
476 1436 44
450 856 28
488 1599 26
411 1329 41
1703 1999 41
930 1614 51
475 739 28
14 1051 43
678 1774 16
449 711 30
130 508 38
697 1861 16
618 1492 34
1324 1730 49
270 1697 32
1653 1895 28
558 948 22
139 1677 5
469 1991 44
1431 1796 44
269 1080 39
488 738 47
767 1645 41
768 1942 29
115 1470 33
1015 1891 35
96 1998 40
423 540 43
301 1613 26
1428 1593 13
171 481 32
818 1235 8
868 1926 26
518 676 35
930 1417 8
18 1706 36
1526 1864 23
1395 1910 34
965 1914 33
807 1242 33
15 1995 34
12 1521 5
502 1234 30
575 1403 26
46 1321 41
343 462 11
94 1694 22
979 1007 18
14 891 40
104 445 32
389 545 37
1657 1990 34
515 1852 64
803 1578 31
92 1054 14
1219 1831 29
74 1309 35
799 872 49
1017 1451 33
875 1787 38
227 1229 30
328 1157 39
1062 1746 35
542 582 32
531 854 39
1183 1408 43
466 1960 29
784 1926 47
767 774 30
388 1266 15
1098 1435 39
1741 1901 28
491 1647 30
1713 1722 35
1199 1818 35
1643 1828 37
1230 1446 34
1177 1638 18
1327 1719 25
438 1816 30
1702 1853 9
314 1043 15
764 975 32
1221 1245 23
526 994 37
242 1747 9
785 991 38
852 1533 54
453 1346 40
68 162 39
265 424 25
32 1782 36
451 1511 52
452 527 30
1096 1864 20
1330 1659 12
150 1554 36
673 1771 45
874 1696 23
935 1796 25
968 1027 52
338 1631 19
753 1469 37
1502 1511 46
1347 1783 24
1045 1475 43
1020 1864 37
692 1412 32
1307 1557 32
935 1757 33
473 1653 22
637 1550 15
661 1238 8
601 1394 23
678 715 24
753 1925 24
212 383 20
453 1912 20
148 1687 19
855 1748 41
30 496 38
140 1313 24
743 1794 22
557 659 18
1011 1402 26
238 1520 38
485 1629 33
101 1401 47
623 1407 21
813 1864 21
1660 1668 10
1167 1222 18
158 370 16
294 1610 34
660 1927 34
650 1238 34
522 903 48
322 348 51
347 511 45
1 589 19
1211 1802 41
185 611 38
200 763 34
427 1175 29
317 397 39
634 1404 30
1536 1822 18
740 1725 25
934 1716 45
1592 1953 48
396 1800 22
423 1318 29
250 1412 28
374 801 50
1034 1297 39
94 765 32
1123 1151 33
288 407 22
866 1962 30
1309 1880 29
1013 1551 15
767 1275 28
1231 1426 27
907 979 30
1112 1896 24
183 455 39
403 1987 19
785 1799 35
407 1413 41
1538 1936 46
294 769 47
759 1216 44
502 568 19
357 1117 27
496 1267 35
938 1789 33
718 1655 28
362 1262 26
1236 1799 38
214 1715 38
793 905 20
1137 1174 5
565 1099 33
89 367 27
242 1634 40
1070 1510 22
1585 1977 42
548 810 38
123 1740 26
350 409 11
40 1243 9
1487 1878 31
1537 1691 46
642 1870 38
291 604 15
662 1551 30
255 725 35
422 657 40
1373 1610 34
26 190 50
747 1313 36
892 991 38
228 1426 35
723 1667 33
556 1895 17
1228 1455 43
384 926 18
140 1879 30
876 1173 42
328 491 28
883 1328 30
93 1415 15
990 1717 35
232 909 39
1316 1372 32
693 1687 27
1077 1519 13
1483 1901 27
240 1090 40
1511 1639 41
390 899 28
436 468 12
237 1649 43
293 1625 37
312 749 27
1264 1463 29
1176 1682 49
857 1352 16
1749 1787 18
450 1538 22
769 955 33
398 1133 40
117 359 32
835 1700 31
1257 1872 39
867 1823 33
1217 1312 20
543 779 46
832 1866 39
1482 1649 24
741 1990 33
519 1248 30
738 1978 35
344 1060 22
891 1389 29
534 998 19
252 1765 31
342 1259 9
598 1630 48
574 604 37
92 341 25
797 1080 32
1270 1768 51
1317 1966 27
1731 1987 18
1497 1862 64
238 907 25
993 1922 37
1603 1741 30
603 1286 31
647 985 33
817 1619 18
65 161 47
1082 1177 55
543 1447 37
611 1365 21
520 713 23
88 1045 5
1216 1705 41
191 1478 38
657 1708 31
1277 1743 44
265 662 16
1080 1700 15
451 977 52
893 1129 22
802 1175 35
124 635 30
224 482 22
1491 1985 30
45 1963 30
712 1239 39
1627 1681 42
335 747 26
1343 1600 24
628 1584 41
807 1338 51
66 81 27
460 1762 56
366 1434 9
554 1039 34
346 534 17
891 1705 19
1275 1993 19
1427 1584 18
517 571 36
224 1872 35
266 1446 14
700 1809 29
1299 1341 35
865 1661 13
19 1254 21
58 1021 50
683 1594 20
633 1646 46
110 1622 24
365 1252 42
389 800 48
583 1529 34
1522 1840 48
532 1289 8
1597 1820 21
475 782 24
623 1268 25
1170 1335 32
243 1842 18
520 1287 15
524 935 26
1276 1579 9
476 779 16
5 929 43
853 886 39
1545 1565 20
1355 1625 18
611 1139 41
1303 1878 36
983 1680 11
229 364 38
406 500 28
665 1471 6
1032 1668 33
1057 1499 42
193 543 36
609 1280 23
1096 1526 29
1774 1982 47
1241 1592 28
447 1467 28
1345 1404 4
487 1431 20
861 1112 28
416 1620 26
321 679 14
385 1573 43
351 1395 24
1231 1754 56
481 551 39
268 1469 8
1765 1842 50
208 610 45
1101 1618 57
1130 1672 49
664 770 53
115 742 44
734 897 30
135 184 40
1410 1507 13
161 1646 34
37 1372 56
607 1347 35
735 868 33
464 1370 44
121 1538 34
38 1143 28
792 1698 31
565 614 33
775 1492 34
1507 1632 25
157 1352 33
831 1803 18
14 1389 27
841 1488 31
672 1946 39
274 1123 43
11 293 19
736 957 51
980 1761 52
360 1705 41
743 1712 34
714 1995 18
1162 1996 43
1158 1601 17
1002 1270 49
25 249 45
650 710 40
468 1082 53
1313 1371 40
1355 1650 37
361 1592 23
1043 1825 41
576 1895 13
841 1916 40
942 1738 43
840 1414 34
1200 1792 22
528 780 48
1029 1899 15
223 1416 23
90 710 28
742 1104 43
711 1214 44
827 1690 18
377 1515 14
528 1453 33
608 1696 24
151 1619 20
172 1296 35
1396 1966 49
57 938 27
806 970 17
65 1251 12
1739 1801 45
199 620 39
1470 1967 20
1545 1787 41
539 1589 29
17 654 30
43 752 6
219 1536 12
618 775 21
488 1978 37
892 1829 37
1218 1825 11
127 1427 33
276 347 34
407 1278 5
1272 1446 26
203 1038 28
1066 1952 33
168 1276 44
157 215 24
885 1861 60
758 1040 44
296 1357 26
653 827 46
852 1841 38
97 1001 27
703 714 10
1380 1663 15
904 1524 35
875 1274 44
92 853 26
837 1100 11
400 1546 12
415 1746 42
57 1599 15
30 1438 39
25 909 50
221 1953 41
182 1542 34
1379 1776 46
518 733 32
288 915 41
761 1099 32
1631 1635 30
956 1938 38
1061 1566 45
247 515 44
1409 1585 32
680 995 38
417 1349 30
235 365 38
84 1693 47
497 1727 10
1231 1905 25
261 767 15
895 1717 35
1192 1847 49
8 530 54
268 1463 30
1513 1547 32
202 973 29
148 417 33
884 1986 41
832 1697 42
825 1757 10
558 1722 23
514 752 30
927 1395 37
47 66 42
237 1126 19
435 1419 48
527 1161 4
14 240 34
1150 1267 39
126 1787 38
1404 1837 28
587 1348 42
364 1081 42
150 1410 30
550 1215 34
121 898 39
404 1182 39
393 874 53
1007 1269 23
104 189 40
643 917 39
917 1550 25
1569 1884 26
63 864 35
870 1865 14
251 1729 41
1667 1695 40
699 872 35
19 837 30
421 1112 37
1138 1854 37
408 1107 35
206 1243 36
1261 1848 17
58 419 13
857 1337 31
560 936 23
374 1083 18
402 1936 42
1221 1724 9
890 1324 41
33 1624 41
130 180 11
1334 1831 8
259 1179 38
261 774 44
429 1857 36
604 1304 9
725 785 6
1132 1323 31
430 652 15
350 412 29
1109 1277 38
1379 1571 17
273 973 29
902 1936 34
1116 1813 64
59 524 39
277 280 36
1064 1543 45
670 1914 27
326 1132 39
363 1857 20
644 1505 10
336 1576 10
1534 1786 42
1468 1939 30
577 988 24
394 966 29
1783 1892 23
974 1656 28
406 1304 12
1302 1845 24
742 1179 30
573 1393 24
194 568 20
108 1581 43
615 1691 34
629 1867 10
1293 1470 39
67 1322 22
1184 1647 37
1209 1459 33
167 907 14
613 1190 24
784 991 39
208 805 29
826 1881 11
1026 1973 18
564 1096 20
86 802 24
45 1261 17
657 839 26
235 1095 7
238 1949 28
871 990 36
831 1361 34
642 1604 29
820 1917 29
455 1429 36
1208 1311 23
452 722 58
222 455 12
333 1207 17
678 874 45
438 458 37
1833 1964 46
152 1760 22
252 1104 32
904 967 38
584 1666 29
236 350 5
328 723 30
10 1140 36
394 1703 12
678 1588 31
761 1766 39
76 547 46
986 1719 21
325 1004 25
729 1411 14
1144 1375 47
1057 1204 30
154 1869 43
334 1276 33
393 1002 25
515 640 30
708 1071 32
1207 1439 39
500 1868 23
1251 1294 29
283 887 26
1614 1686 61
769 1168 22
583 922 29
18 1298 39
720 737 23
83 1648 33
1372 1671 19
547 1079 32
1324 1534 22
697 1316 27
95 1370 43
58 1896 24
851 963 36
1277 1489 32
285 1982 34
1284 1404 38
1465 1943 2
1082 1295 36
206 281 14
679 866 26
549 567 33
650 846 9
165 633 36
174 1087 21
243 444 49
76 457 21
436 1749 3
70 493 9
176 1379 42
1126 1602 42
586 629 16
1798 1881 21
397 1106 36
1352 1509 26
1555 1829 32
48 1572 14
177 292 13
506 523 30
47 1755 43
428 1289 28
859 1663 29
472 1861 42
102 816 42
153 1340 31
299 1248 31
1381 1958 25
1494 1963 32
340 1683 22
1400 1859 16
1662 1724 7
256 1610 36
401 1202 35
1606 1888 23
622 1609 17
697 992 37
366 1566 46
218 264 41
822 1461 42
1109 1729 39
250 1001 30
332 1324 42
265 1951 6
1524 1685 12
225 696 14
1461 1711 37
953 1005 21
1826 1988 32
210 1272 26
1858 1958 21
462 1615 36
1076 1082 40
457 1921 33
534 981 30
966 1178 21
401 1149 37
266 1969 57
369 1517 43
1069 1597 32
1764 1910 28
426 1731 38
883 968 65
1233 1531 24
333 762 19
740 1085 32
1236 1444 16
440 1506 16
104 735 39
444 953 37
1297 1440 22
919 1913 18
145 1060 34
535 1903 49
637 643 41
910 1420 41
1770 1987 38
14 360 19
264 840 6
128 643 39
1000 1912 30
1451 1466 27
83 333 31
564 1178 10
271 924 50
1395 1980 14
529 660 47
116 834 33
278 1752 23
1319 1804 41
382 986 22
1828 1860 36
1918 1933 37
808 1135 31
1245 1662 30
2 1183 28
524 888 37
1591 1616 45
412 1176 46
1633 1831 20
1561 1683 27
1001 1152 22
1040 1802 45
62 1501 54
725 892 15
258 1700 40
1019 1498 23
1036 1413 36
816 1992 35
1126 1302 18
1133 1599 28
1805 1942 22
245 938 32
1480 1499 33
1318 1835 37
469 540 49
960 1147 2
977 1237 16
966 1526 20
6 1199 34
1422 1480 21
1196 1331 39
428 1709 37
1674 1912 21
530 1982 50
540 937 32
381 1318 12
1212 1491 37
1178 1355 15
307 1959 37
391 1074 47
1180 1907 31
290 1887 40
1214 1344 15
191 921 30
795 1454 20
1346 1674 25
231 1098 18
121 1704 45
10 1549 30
585 1357 33
820 847 32
391 1268 34
1386 1573 36
567 1004 29
1539 1542 35
77 429 32
351 1980 32
1224 1702 36
824 1101 61
887 1099 20
890 1786 45
608 678 43
321 1738 26
494 1031 29
728 941 8
990 1992 31
808 1967 35
1510 1696 26
1729 1910 23
423 581 48
1094 1916 12
143 344 40
588 1791 33
1353 1695 26
771 1611 42
1200 1924 35
101 604 28
603 798 28
42 773 43
146 1545 24
507 508 44
1224 1767 30
102 324 39
429 893 23
1543 1969 26
98 1668 22
511 1244 42
1077 1642 32
8 393 38
155 655 41
886 1939 6
1118 1239 32
568 1838 29
348 1541 30
775 910 57
798 1581 38
992 1231 31
1019 1269 17
578 1885 11
796 968 60
253 643 15
496 1826 45
84 1360 11
89 745 26
109 1191 20
381 1081 31
709 1377 29
694 1640 46
423 961 53
1104 1917 52
84 638 26
246 260 25
924 978 43
295 355 49
418 994 33
894 1662 17
977 1639 35
753 1215 27
607 631 34
327 812 14
355 1744 8
777 788 37
607 1464 8
207 1327 50
121 856 31
119 145 26
668 1763 15
1050 1299 9
884 1549 42
94 831 14
752 1987 21
862 1186 52
967 1181 25
371 1014 27
1215 1925 30
877 940 32
661 1198 48
1246 1833 15
595 1690 27
996 1411 37
765 1450 30
92 711 42
781 1779 36
951 1034 2
405 1630 40
261 1993 43
688 1972 18
235 566 43
47 81 29
461 1418 20
947 1547 30
1449 1467 50
302 706 15
400 1594 44
1889 1925 8
45 1143 38
257 1121 28
967 1405 39
659 1073 32
519 1724 42
826 1596 40
187 344 29
101 1868 39
82 170 34
381 423 20
532 1655 14
635 1417 21
129 868 37
1294 1791 23
816 903 42
1875 1895 46
342 779 34
962 1643 16
510 1003 36
142 1922 45
6 605 47
181 1366 34
118 1791 34
372 1767 15
185 835 43
66 501 23
1392 1416 32
822 1759 46
1093 1424 50
1731 1756 30
1733 1736 45
765 1803 23
464 1908 6
626 1414 29
996 1320 16
1800 1814 18
1031 1597 38
837 1288 36
838 1223 18
585 1349 22
1572 1819 21
1605 1882 22
638 1512 30
218 1486 26
1385 1845 18
901 1097 28
503 1170 22
379 1853 24
1210 1960 48
9 604 21
145 344 16
241 1580 30
1235 1909 49
245 1959 31
700 1164 51
1124 1671 36
1366 1839 27
792 1033 48
1343 1809 42
384 931 3
602 786 43
300 841 20
454 1740 14
87 1382 39
1032 1660 40
192 1437 26
711 1939 34
1568 1921 17
1161 1456 38
901 925 42
1449 1808 46
665 1558 21
768 1952 39
376 1403 8
269 1903 14
1023 1840 48
325 1153 29
751 1720 26
601 1837 34
486 979 19
247 1448 51
1305 1524 33
27 208 18
1492 1688 41
1572 1856 37
29 526 28
779 1713 37
326 1367 42
916 1805 12
140 157 6
416 420 18
597 1727 26
1091 1887 38
1116 1893 48
362 1618 42
261 1275 31
1253 1986 23
941 1689 32
1504 1871 29
956 982 38
1158 1461 13
1114 1536 19
1172 1346 42
1426 1561 39
1118 1203 43
377 726 32
1608 1657 39
268 1325 19
156 349 16
155 500 37
579 1151 34
368 1181 16
1303 1469 18
263 1217 23
1423 1737 41
37 663 29
6 1971 42
975 1949 16
51 1794 49
1030 1192 48
458 577 38
957 1542 35
1 1460 39
446 532 48
249 310 17
742 1659 42
1002 1548 46
212 1513 48
518 772 44
325 1083 40
822 1158 30
356 1249 24
940 1761 45
552 1654 28
552 1989 18
669 1598 30
133 1101 16
285 715 49
523 951 41
498 1125 23
1471 1475 39
1223 1321 48
249 317 33
807 1123 9
874 1588 14
952 1398 38
325 1869 23
744 912 34
241 854 19
178 1457 32
1199 1490 36
118 1251 41
8 1002 42
174 1811 30
20 702 34
259 1439 36
369 1075 37
135 928 58
648 1272 40
599 1037 40
515 1379 37
756 1348 30
1214 1280 30
546 1649 28
566 1990 6
707 1450 25
1088 1514 27
1107 1195 15
136 1952 8
303 1243 40
35 267 27
614 802 34
297 316 11
1606 1732 20
1462 1940 44
776 781 41
487 492 28
1752 1900 34
179 1455 53
1601 1701 4
478 1812 46
1093 1880 35
190 1370 44
313 822 7
909 1506 22
833 1904 32
911 1974 40
885 1372 36
142 998 8
578 681 40
489 624 33
368 1673 36
950 1039 37
825 1431 31
1148 1553 28
388 1951 18
117 1092 34
1222 1596 33
379 1224 16
1057 1186 44
403 1731 18
459 804 16
346 1762 56
492 504 33
1443 1698 29
1764 1933 27
520 1122 36
668 1346 37
626 1428 19
307 1366 34
92 1939 24
185 1148 36
190 1055 46
605 1886 17
816 1205 31
938 1283 42
1234 1577 35
439 1571 12
1510 1578 47
582 1565 30
534 756 48
1731 1943 32
593 621 31
1141 1919 48
567 1474 48
711 1009 34
641 1156 37
583 867 16
1360 1693 43
990 1720 29
937 1356 24
63 1253 38
370 1484 30
728 1689 35
601 1284 21
366 1995 12
195 840 8
124 467 8
240 447 44
500 582 40
624 936 34
624 834 23
544 1442 19
438 1194 14
553 1460 30
91 1442 22
253 1319 45
28 763 29
1046 1883 38
589 1410 34
25 310 29
378 1029 35
37 1612 18
413 1265 19
309 1351 32
762 1301 27
113 1392 51
33 1242 22
215 1125 33
726 883 35
555 1327 23
1275 1527 47
40 206 35
1354 1964 28
410 774 23
1133 1978 39
1076 1590 43
718 1460 33
825 1810 53
28 1074 12
165 430 17
500 1304 38
141 1017 20
122 1194 29
1116 1504 35
997 1156 43
644 1631 17
1646 1983 33
28 866 19
24 402 35
992 1426 30
1915 1986 15
1336 1391 18
868 991 47
912 1518 22
1617 1799 29
85 394 32
397 997 29
461 1065 16
1320 1531 25
1017 1923 21
220 1595 34
377 652 30
1345 1896 28
86 973 33
82 1216 35
786 1522 31
453 465 42
88 123 35
648 1446 33
397 1168 32
1027 1314 68
736 1044 13
1124 1861 39
231 789 42
457 547 45
581 1579 48
732 1094 21
793 1034 34
1111 1556 41
1577 1881 49
711 1836 44
531 1580 28
800 1246 4
842 1544 14
52 1014 37
961 1691 39
1429 1851 28
159 1594 24
174 571 53
324 1627 26
1534 1639 24
1733 1753 25
903 1998 12
812 1828 54
945 1658 31
1126 1821 35
370 1050 6
812 1047 14
141 685 31
462 1382 30
688 1193 40
217 775 24
390 1329 34
914 1026 38
226 450 42
1295 1638 26
477 1468 18
1284 1394 36
1754 1905 40
794 1194 30
69 750 38
945 1146 4
818 1082 54
233 1744 10
359 1133 26
987 1199 41
1218 1542 26
1236 1462 6
1486 1849 31
1701 1795 43
1292 1417 39
72 657 36
1446 1543 46
98 1899 27
201 735 36
42 122 37
258 1080 26
533 996 18
1265 1521 49
1413 1979 38
53 1170 35
1251 1656 33
540 1691 37
148 1067 11
213 1925 6
246 1753 23
76 1390 13
596 1703 52
559 1874 41
423 592 26
1425 1818 44
890 1990 14
214 746 35
1300 1999 40
282 1026 25
1309 1334 21
845 1162 43
165 1328 28
460 1472 29
1388 1618 19
55 1205 26
1081 1186 41
854 1770 41
862 1706 39
215 1313 5
177 1159 31
82 801 24
534 1332 34
136 1105 32
329 651 24
320 1698 52
895 1720 40
853 1344 23
795 1547 26
1614 1779 38
613 1528 10
419 1112 26
783 1743 18
107 1256 18
849 1883 23
171 551 18
605 1425 20
98 482 28
217 910 36
1092 1957 30
1406 1568 33
299 1351 40
215 1310 13
1431 1909 33
219 824 24
346 993 27
462 511 32
330 1453 39
239 398 34
355 1681 37
198 1442 48
687 1565 32
1237 1502 34
303 371 17
663 1231 45
1390 1867 33
256 391 28
863 1125 30
1126 1658 16
1762 1922 29
823 1553 10
790 1166 29
199 1052 8
556 918 28
640 1448 17
925 1416 38
1395 1764 28
1127 1671 39
1465 1756 9
1 553 21
220 1564 39
467 1614 10
741 1447 30
1508 1947 41
240 1467 20
295 1744 43
211 754 39
1275 1645 13
435 1745 39
840 1849 21
1217 1358 8
1128 1322 37
293 1322 29
734 1661 30
298 1144 45
172 679 41
442 984 28
1254 1624 50
327 1641 48
556 1397 39
715 1588 49
244 1541 31
335 690 24
1552 1688 23
925 1751 41
262 982 13
348 1847 9
700 1153 28
1110 1124 28
23 509 20
276 1120 43
233 1468 33
276 1615 22
359 398 23
621 1143 40
401 1207 20
765 1361 19
1933 1973 30
800 1210 15
117 408 38
42 1823 35
394 1626 38
319 510 26
920 1696 25
432 1855 48
1018 1824 43
964 1528 31
923 1701 20
743 1872 41
839 1792 25
842 1022 24
236 409 13
236 1427 33
64 272 25
1490 1575 34
701 896 52
216 1647 35
131 1631 34
906 1268 17
722 1794 32
455 1819 36
1444 1462 21
1288 1483 40
466 1904 37
620 1529 28
678 1002 45
17 491 44
174 367 49
620 1449 35
523 1034 41
830 1307 30
32 940 34
73 835 44
590 793 32
498 863 25
44 505 30
688 1343 39
331 1531 15
450 1005 36
1333 1857 42
453 541 41
376 1675 27
89 1701 19
92 755 21
176 247 18
601 651 27
389 542 42
623 815 36
1400 1801 15
1843 1970 43
822 1701 28
660 1956 19
272 1441 35
499 1953 36
375 1155 28
1227 1846 41
223 1010 36
813 1703 30
657 1844 46
1107 1320 12
1716 1820 26
885 1110 25
658 963 35
478 1690 45
61 1679 44
53 185 18
1754 1891 52
1347 1351 41
1527 1993 49
132 471 32
66 106 26
611 1276 39
540 581 25
85 1999 14
694 1808 50
32 1619 39
306 352 37
478 521 14
1391 1670 23
141 1477 35
1286 1778 30
88 454 41
1421 1774 44
321 404 31
1168 1407 28
925 1857 25
33 1824 40
906 1156 31
497 1215 28
1283 1959 23
830 1557 46
326 1416 29
1565 1868 28
775 1279 27
197 600 36
710 1586 10
468 1638 22
602 1205 34
1023 1121 55
562 1702 27
454 1763 42
448 718 21
106 416 31
1607 1721 38
1408 1920 39
1606 1984 34
1375 1498 37
1006 1227 37
165 1747 43
1026 1150 27
285 1270 6
314 1542 15
273 922 15
759 891 36
64 916 35
91 1135 39
911 1055 14
1387 1892 36
216 491 26
748 1435 37
828 1700 16
318 1042 47
888 1843 11
508 1088 35
383 771 47
164 555 34
278 422 14
292 580 23
1114 1618 11
509 920 47
62 1631 23
1180 1899 23
1832 1975 25
45 1240 17
474 1474 14
