1000 5751
51 171 48
678 899 34
367 576 58
560 766 28
265 513 40
549 558 48
189 897 47
67 936 39
168 497 51
624 999 86
277 868 43
44 625 64
256 671 23
326 347 64
492 678 50
22 442 35
250 263 7
460 865 42
203 479 51
191 214 58
243 793 14
752 842 50
325 697 42
334 927 53
284 409 50
501 534 62
39 870 57
185 839 67
577 879 52
432 669 8
163 914 47
793 853 19
427 697 54
474 701 47
873 879 12
381 667 39
432 722 19
27 296 23
19 519 18
552 627 47
553 789 76
130 283 56
273 346 50
14 25 12
568 917 61
575 750 35
333 425 60
72 332 30
362 582 82
629 677 56
208 513 57
788 920 27
705 767 49
523 702 61
257 966 55
144 675 37
267 892 32
27 302 43
98 947 7
440 577 37
701 788 59
508 751 15
296 919 42
299 672 45
784 903 72
597 974 71
834 988 51
44 177 61
131 500 64
296 378 68
585 702 75
16 119 65
151 694 15
333 621 69
918 971 52
537 592 43
61 658 54
158 570 66
91 184 38
105 547 38
330 618 39
522 778 42
191 672 63
45 842 44
77 909 53
255 539 60
426 632 11
238 432 42
352 948 60
358 428 27
46 230 15
708 880 61
234 814 58
716 956 46
409 558 62
62 521 86
600 651 75
656 937 66
53 996 12
331 578 64
202 618 56
364 502 55
134 851 12
406 617 92
592 626 28
884 945 36
716 861 51
399 671 53
652 826 62
597 785 23
95 903 29
136 380 51
477 715 8
80 984 62
25 52 81
138 790 64
521 987 57
60 840 53
285 333 50
120 557 61
660 920 16
71 623 46
65 314 36
464 855 53
267 678 24
176 809 51
21 663 41
116 865 41
192 224 44
56 121 28
142 322 44
87 466 51
116 583 62
354 934 41
756 812 59
246 449 31
248 783 49
208 523 63
402 628 43
147 439 42
441 670 22
430 684 50
131 243 63
697 715 39
754 964 55
398 872 38
491 858 62
158 813 38
207 318 48
71 892 45
30 528 58
265 693 28
396 868 16
139 344 57
81 720 43
771 922 7
52 959 44
355 803 32
935 989 40
173 186 37
634 738 35
398 559 49
350 374 18
382 924 57
507 852 4
10 516 60
174 971 51
822 922 30
196 680 18
299 461 38
502 674 5
829 920 34
247 832 48
21 32 25
193 326 27
319 532 36
251 537 41
731 874 34
635 943 33
139 496 23
283 418 45
486 738 51
138 146 58
259 265 46
104 298 38
267 734 49
421 860 56
163 737 27
48 956 37
171 614 68
378 885 29
276 782 19
239 727 55
70 511 25
198 756 54
252 494 61
335 649 48
205 685 45
313 347 18
293 341 30
197 825 42
383 779 42
986 1000 26
337 534 15
67 647 46
734 938 33
568 684 38
520 909 47
24 113 62
158 738 68
870 874 57
18 103 51
123 875 36
62 659 88
380 656 68
380 435 69
706 811 35
80 614 62
822 951 60
333 988 28
517 707 46
257 572 50
13 148 41
373 819 22
486 567 20
310 544 55
93 501 25
116 479 60
723 806 54
871 969 45
19 921 51
63 648 60
198 551 25
426 853 37
242 922 12
312 451 40
565 625 62
784 997 6
44 902 64
401 502 26
191 461 58
193 329 17
272 695 54
414 534 50
462 660 30
604 981 29
350 587 60
410 766 35
7 172 45
645 796 46
883 891 62
49 345 60
906 958 27
565 902 60
305 843 59
276 689 42
372 670 36
16 515 54
774 861 49
187 566 8
149 934 29
365 607 55
669 722 11
154 883 29
234 322 53
113 739 45
89 493 47
682 744 71
109 173 50
239 843 43
248 761 48
91 219 21
591 749 57
36 879 29
652 682 60
546 635 45
452 804 19
543 699 69
759 802 32
26 940 55
593 765 35
22 732 84
773 880 48
294 390 29
470 548 13
161 299 41
93 377 55
22 709 73
295 681 60
355 660 34
750 896 10
34 125 40
836 844 38
503 946 8
233 797 39
111 971 20
358 430 38
172 238 41
279 837 11
137 139 62
754 838 94
530 555 62
122 796 60
152 930 42
150 253 68
162 435 26
168 393 51
541 897 46
111 263 54
379 796 49
72 596 50
425 676 69
154 533 26
725 813 83
51 314 46
500 793 47
436 642 62
165 997 60
466 549 27
547 726 41
404 965 2
52 124 37
67 120 45
114 653 11
25 776 33
249 427 54
816 848 65
214 461 11
260 960 39
268 337 23
110 182 47
516 825 45
669 715 37
488 847 49
306 957 62
471 910 41
105 726 14
242 822 21
123 340 66
245 702 65
141 163 26
796 954 59
26 141 54
224 931 48
23 467 21
712 874 40
638 831 8
252 784 42
37 774 45
706 968 36
344 771 31
498 792 22
137 496 42
117 435 31
312 679 56
637 939 52
612 695 46
15 511 27
158 725 48
585 769 65
259 409 43
908 975 60
374 587 70
32 220 56
397 497 51
218 985 69
726 884 56
92 891 28
79 347 14
210 641 40
303 928 29
545 699 31
165 989 36
550 933 28
125 367 44
564 893 52
110 150 67
45 419 62
765 798 51
291 651 66
357 614 28
102 208 29
180 434 25
502 683 69
39 427 41
166 495 60
259 918 54
681 809 12
582 781 56
265 280 52
431 982 8
442 616 73
24 648 65
448 855 24
37 484 29
448 698 40
138 749 70
164 435 75
222 600 60
68 383 56
280 702 60
840 969 42
593 598 47
646 720 54
305 620 44
799 811 73
199 773 30
352 862 63
187 209 30
51 550 48
572 635 25
217 418 44
602 684 50
718 898 24
367 914 57
46 577 48
748 970 56
182 858 13
363 717 50
485 816 59
50 623 41
193 311 16
48 885 54
93 112 30
770 874 30
308 433 24
115 119 18
435 733 45
338 840 46
360 395 11
540 922 32
448 720 54
243 853 32
482 953 43
712 770 38
639 802 32
752 895 65
92 154 16
459 935 57
371 392 20
268 596 49
279 519 25
635 966 4
112 652 62
350 929 55
58 383 11
42 692 56
207 383 5
377 800 49
66 701 47
579 827 42
431 884 54
458 841 58
360 747 38
823 983 57
347 440 24
316 420 57
622 928 6
671 931 27
336 915 37
580 619 66
259 263 44
717 729 8
105 274 42
280 602 60
151 199 64
78 230 12
153 513 23
5 768 50
262 405 44
245 937 13
339 719 35
111 907 11
379 623 13
3 206 30
530 750 48
617 618 27
480 499 36
20 98 59
7 669 48
586 938 23
706 925 3
559 726 56
455 585 63
465 846 30
242 344 46
3 727 38
110 893 58
19 279 36
57 175 61
313 493 8
332 555 15
838 864 74
427 957 65
19 837 34
106 640 58
274 547 37
575 992 56
67 132 31
295 840 55
259 349 73
173 601 39
1 258 33
82 382 40
226 977 43
65 933 59
674 817 33
8 281 67
97 813 63
882 943 47
562 883 54
846 928 62
457 972 11
91 890 32
708 872 66
421 857 57
726 935 38
958 992 43
693 848 26
791 960 36
203 333 43
282 622 39
142 688 8
773 872 64
148 256 51
821 910 55
310 732 42
321 663 41
228 754 39
898 932 59
438 887 33
373 417 35
594 740 60
320 474 34
492 938 46
152 524 49
356 497 28
779 972 41
466 852 43
478 973 28
676 787 29
240 657 43
903 997 75
161 648 14
48 774 25
309 885 41
450 550 32
241 878 15
149 791 24
301 724 46
193 440 26
130 683 49
473 728 36
573 578 70
138 340 50
235 553 27
121 831 18
167 437 58
731 844 25
210 839 14
122 219 53
38 470 47
139 166 18
770 887 50
41 357 50
196 261 62
629 827 59
134 655 49
641 769 72
259 284 50
9 37 5
234 794 41
562 889 49
534 826 39
339 922 18
331 983 38
236 941 8
560 910 53
397 846 62
4 959 39
324 636 69
111 284 36
568 816 64
60 237 52
133 936 48
375 842 39
693 746 57
120 967 29
518 797 65
34 761 15
90 574 26
506 548 53
618 794 38
61 921 55
429 813 59
485 543 61
201 699 43
327 432 41
355 387 53
257 914 34
521 522 40
295 338 20
735 783 39
362 781 30
726 868 39
804 818 50
24 835 51
63 299 42
153 693 11
156 958 47
935 990 56
781 841 65
358 485 44
156 657 55
354 358 35
221 966 48
134 977 8
290 564 58
215 322 48
478 807 37
354 430 59
572 943 35
508 530 50
766 972 24
34 467 52
437 939 22
333 342 42
885 956 55
74 565 44
983 990 54
670 831 71
316 388 37
137 258 29
747 815 49
58 168 48
123 749 62
590 613 59
197 611 12
729 800 40
458 959 39
269 632 5
695 842 24
843 859 48
117 278 20
390 672 46
447 787 62
83 457 9
283 664 26
202 517 35
73 939 35
141 783 33
398 459 49
475 577 71
46 879 54
653 861 50
31 776 18
631 865 26
179 882 50
294 558 35
292 426 53
688 836 34
76 863 71
15 338 48
415 579 63
663 704 33
255 368 50
360 378 35
228 271 70
538 574 43
225 853 20
67 536 19
281 306 10
109 572 29
292 632 50
66 994 55
134 180 53
541 696 34
469 783 25
329 801 65
292 449 50
212 822 62
238 569 40
314 439 30
19 251 47
207 393 11
18 885 12
348 577 61
331 605 39
10 629 9
271 725 44
101 663 49
57 578 66
138 254 64
44 565 4
288 521 25
526 905 57
194 962 48
298 312 43
135 707 21
140 834 34
307 502 16
173 257 2
178 605 64
938 964 53
286 899 41
639 659 51
500 668 43
277 884 35
365 863 11
617 679 35
742 852 15
99 845 45
528 878 52
547 559 40
215 618 17
679 794 46
823 945 35
507 742 15
172 325 54
408 609 6
441 497 74
566 846 51
456 861 43
5 292 31
499 731 51
90 837 36
532 870 47
41 156 36
560 904 36
367 411 65
310 382 52
460 619 47
276 421 31
469 537 52
913 984 55
103 131 67
583 850 38
337 976 31
462 829 33
492 892 53
59 109 21
635 974 60
277 823 51
754 864 46
559 935 32
312 763 41
152 991 52
181 984 53
286 892 27
66 665 60
708 903 23
190 714 41
84 260 18
791 934 11
60 969 14
222 316 37
719 988 54
514 948 17
885 993 18
244 631 54
312 584 52
3 94 48
72 211 30
646 855 15
241 805 10
400 715 37
393 955 53
56 831 35
11 782 31
341 385 15
765 916 34
819 835 59
213 296 34
4 814 54
40 450 47
705 887 3
330 468 35
673 902 63
416 817 34
190 763 37
369 570 54
322 711 32
414 800 69
199 894 42
308 751 42
369 725 49
711 794 16
276 876 61
436 785 36
28 48 62
118 677 15
131 281 27
189 647 39
396 983 42
648 971 65
396 893 41
148 365 38
483 832 24
390 461 41
844 887 26
560 685 34
442 986 24
343 416 51
664 691 61
375 488 51
39 172 61
748 877 4
753 906 57
295 551 22
432 535 54
330 828 44
436 780 55
345 367 42
62 625 96
364 686 58
217 603 57
163 576 34
618 953 46
273 590 42
215 482 39
885 929 62
429 634 8
135 297 46
813 941 58
10 644 38
103 395 47
7 249 16
236 916 33
689 759 46
70 863 28
87 752 52
310 417 64
198 338 31
10 195 40
535 957 28
66 466 50
77 352 47
232 930 40
125 248 35
773 839 78
516 818 64
387 660 71
466 701 52
31 582 20
227 460 38
42 525 55
54 774 40
363 858 6
79 873 49
164 721 58
347 577 20
221 475 68
663 807 29
30 195 54
943 966 30
202 403 16
318 779 15
583 798 37
313 873 42
175 919 57
759 862 63
803 869 39
167 184 56
272 805 53
210 694 97
25 900 53
495 834 57
133 300 26
62 565 54
207 620 43
786 871 51
159 617 46
124 142 39
274 559 25
402 755 13
275 778 93
327 697 33
640 870 42
459 559 29
78 662 23
797 924 53
406 618 70
396 446 37
472 779 17
187 857 55
746 991 70
242 552 43
517 925 38
209 928 21
349 975 53
39 961 34
133 473 51
105 945 55
542 854 46
598 765 36
198 970 44
497 604 52
63 461 40
191 390 92
492 654 36
776 900 34
824 895 28
857 860 50
69 562 61
33 643 32
35 936 49
36 577 60
226 979 56
659 862 60
888 902 39
302 328 51
242 901 38
346 613 39
222 895 50
515 749 76
97 236 32
177 565 63
412 927 59
264 487 19
507 829 26
193 493 52
485 568 16
741 755 36
309 767 40
164 839 92
330 867 40
247 404 21
738 796 49
118 805 79
53 394 49
599 859 41
5 509 44
575 751 44
217 283 12
253 301 70
107 732 55
261 638 59
320 462 41
72 744 24
442 736 51
89 313 43
495 719 41
65 126 50
89 230 45
308 368 51
532 542 58
113 417 42
404 777 27
738 916 63
327 722 24
744 912 27
221 780 62
402 741 49
236 765 66
816 917 12
875 884 43
307 595 46
82 718 59
16 707 56
18 281 63
96 729 21
28 747 52
340 431 45
170 445 45
583 631 49
586 734 23
256 389 52
684 866 42
272 878 47
211 661 53
176 756 20
24 907 53
38 807 63
520 704 41
93 858 39
12 418 59
250 991 50
501 729 43
558 742 48
189 745 54
295 812 52
204 915 17
55 81 56
752 824 44
352 421 54
260 354 72
455 656 15
621 686 36
232 991 26
35 748 53
277 396 45
170 695 61
605 893 33
250 280 52
452 611 48
495 771 31
166 834 3
368 575 12
48 904 60
339 822 46
10 434 45
321 909 18
457 472 26
570 916 57
749 811 63
103 309 46
96 594 64
35 192 50
576 914 30
340 613 24
302 561 61
6 377 55
225 632 53
54 205 57
618 867 65
366 505 53
389 655 16
69 883 12
123 138 20
28 956 26
66 507 53
457 471 43
423 847 54
326 577 68
243 457 38
430 568 46
37 205 57
151 769 52
737 783 30
447 954 58
543 545 52
499 640 60
240 978 49
492 734 22
745 967 49
462 466 51
508 809 61
294 803 59
294 299 31
477 795 26
774 956 52
85 424 38
151 252 68
753 891 46
206 727 19
381 653 50
558 829 32
387 474 81
599 727 47
15 192 42
715 722 27
920 994 54
344 951 36
8 844 39
40 563 45
272 842 58
327 400 41
51 933 23
404 626 47
61 371 21
148 671 44
240 984 55
612 745 62
429 487 56
417 736 55
520 987 17
404 607 47
19 186 43
704 926 38
11 187 49
438 584 12
129 993 40
68 393 41
114 381 59
23 125 61
18 378 40
676 683 60
72 682 48
165 784 55
223 674 14
436 882 39
339 627 34
504 861 26
257 353 56
493 577 44
162 721 11
115 925 45
298 763 40
382 736 31
262 969 54
385 503 19
180 389 33
361 852 36
34 226 49
149 602 24
95 708 29
261 680 45
722 795 42
247 251 37
325 715 40
83 853 55
221 785 45
159 403 40
244 460 42
337 596 43
488 615 7
338 511 53
536 609 42
351 413 18
225 426 53
79 475 60
432 569 14
135 925 35
252 997 37
159 618 49
916 941 36
315 930 15
388 594 43
555 682 36
105 983 28
455 975 54
144 464 27
73 595 55
8 770 24
734 964 57
341 505 44
404 537 47
14 781 60
46 289 18
123 799 76
61 392 14
679 953 45
10 588 54
511 970 44
427 532 28
523 775 52
554 939 31
175 578 63
79 801 71
282 857 35
715 995 25
46 873 52
554 657 52
233 898 20
837 886 29
381 720 64
105 396 42
119 811 71
25 781 64
49 353 17
575 962 53
678 892 17
197 615 44
275 565 55
144 530 47
182 717 56
93 337 46
416 645 52
180 399 39
120 536 41
94 691 16
106 874 57
445 994 52
206 599 36
620 955 17
254 799 52
362 758 39
192 877 32
220 973 20
447 619 24
285 719 17
633 817 31
46 348 35
670 981 32
220 506 32
334 756 36
271 999 59
397 465 66
724 919 63
149 512 65
552 822 30
107 819 41
860 876 29
655 977 55
341 999 29
351 934 55
208 791 38
186 837 11
363 729 55
90 538 28
203 342 45
797 932 54
422 514 45
719 771 45
275 902 80
78 879 53
632 963 16
321 926 44
198 840 17
213 253 20
368 433 28
502 595 44
227 583 28
109 943 60
145 512 26
93 800 8
566 928 17
654 772 53
460 598 60
680 831 37
49 546 47
95 997 55
829 869 27
234 618 35
302 998 50
55 646 68
319 961 23
427 810 51
183 352 48
443 681 58
45 528 42
235 448 35
122 881 48
307 817 31
394 996 53
608 984 42
729 947 42
160 885 57
734 772 63
685 972 48
222 420 45
466 742 43
129 929 31
245 775 67
190 312 39
89 801 52
697 795 46
32 987 32
201 568 39
416 595 44
238 957 34
134 143 56
600 830 63
596 661 57
59 216 30
481 891 40
53 832 48
243 972 44
16 799 65
684 791 46
52 610 59
474 788 17
117 819 46
741 982 57
550 944 41
772 864 53
304 741 7
312 741 57
179 293 24
485 545 47
607 687 43
376 723 4
127 921 24
299 518 61
444 901 33
222 557 46
249 542 25
226 467 57
114 160 62
55 464 36
397 498 69
607 777 57
593 954 38
346 628 45
116 447 39
530 575 14
62 177 29
761 979 59
640 758 60
89 873 8
785 966 62
123 254 47
80 958 45
105 990 44
154 562 64
3 527 55
545 746 57
485 917 53
4 841 70
74 229 35
114 667 27
26 270 44
562 727 20
401 416 38
102 960 36
668 910 17
860 862 54
695 994 62
756 786 5
408 557 64
4 458 22
100 380 79
17 723 39
749 799 15
49 601 38
729 740 50
431 875 55
579 977 36
94 527 56
326 475 6
216 966 46
352 860 12
87 701 14
549 920 12
453 504 33
323 641 14
106 499 35
766 779 53
772 938 68
89 347 45
76 965 22
654 743 63
321 666 50
727 806 66
690 760 57
50 219 10
330 794 13
815 885 60
487 890 58
428 485 30
350 755 59
174 869 39
308 439 56
426 963 7
551 877 56
455 733 11
540 951 48
777 965 28
223 686 55
281 993 62
522 556 47
199 494 64
300 969 39
40 658 46
236 954 63
351 430 40
271 366 51
397 792 63
708 894 50
157 283 36
120 745 32
340 875 66
395 747 40
478 548 61
81 855 54
640 959 48
932 985 56
140 771 39
118 241 70
104 836 39
615 629 62
226 579 60
104 794 42
287 556 53
633 657 44
299 361 61
324 582 83
136 278 57
660 788 22
569 995 44
114 956 64
213 302 9
466 474 26
129 747 54
307 343 67
320 507 32
36 662 55
263 991 52
464 575 53
124 959 36
451 573 56
155 288 48
677 818 35
345 940 31
273 710 49
531 690 29
35 224 6
488 897 43
70 748 47
854 957 34
133 198 22
133 840 14
33 550 34
585 908 34
149 208 19
515 811 23
54 668 51
75 984 53
225 963 49
86 711 30
439 531 54
74 625 39
313 577 37
269 426 16
58 207 11
262 609 23
161 284 29
322 482 15
317 921 40
205 723 15
894 903 72
408 967 30
549 869 21
128 334 22
348 879 31
125 737 30
820 888 58
59 601 32
556 922 51
184 219 19
674 676 65
395 993 17
316 408 57
733 975 47
221 326 72
56 768 40
289 345 71
135 953 59
185 380 38
449 606 63
235 675 56
279 886 34
554 595 49
60 133 45
386 986 4
526 935 39
43 600 70
505 838 81
591 945 52
386 442 25
875 980 52
611 818 42
272 818 55
790 811 68
558 672 35
506 663 53
118 589 71
22 310 67
92 481 50
703 792 41
409 648 64
48 747 38
121 372 51
567 738 59
621 676 10
184 678 34
373 382 62
534 947 45
428 699 40
176 300 41
220 663 36
447 593 28
397 843 69
227 258 33
234 406 62
476 704 32
426 489 30
361 803 27
472 972 27
553 720 43
485 491 55
639 860 49
87 788 53
561 667 51
221 572 36
482 617 25
86 124 46
387 419 57
546 601 18
22 386 51
288 522 32
40 550 18
424 600 59
150 724 15
9 774 40
697 810 35
544 819 41
337 652 50
325 722 47
2 575 50
115 403 71
354 413 10
305 955 48
249 535 13
111 259 14
152 424 20
415 783 51
78 873 49
489 963 24
562 650 17
15 863 64
248 467 56
20 545 36
636 952 97
778 849 34
446 726 34
175 605 66
470 476 57
336 783 54
41 614 53
50 184 18
248 979 59
370 985 50
1 244 53
608 978 55
204 469 55
325 432 55
9 560 43
110 363 53
830 976 48
225 243 33
14 362 80
459 526 21
469 735 34
94 418 20
538 837 35
21 973 55
438 767 58
800 858 44
396 726 31
947 976 2
465 622 44
139 834 19
525 921 27
402 587 59
54 484 28
760 944 31
154 891 41
281 770 69
591 799 66
609 967 24
401 657 47
27 919 30
111 409 41
294 672 38
458 758 20
555 912 60
328 561 11
490 599 69
21 77 24
434 827 70
289 348 19
780 785 49
334 661 32
789 855 71
117 656 58
192 728 34
272 528 37
204 389 34
505 946 45
343 619 58
138 968 62
250 971 60
179 503 25
58 955 38
71 678 38
224 647 37
67 189 54
111 856 46
540 552 47
419 788 51
242 951 41
135 706 37
163 537 50
241 528 62
311 440 27
176 681 43
148 915 58
356 981 21
410 484 44
311 780 68
3 843 65
343 954 61
60 871 51
188 277 62
487 634 55
125 141 25
277 547 58
71 939 55
231 465 25
21 478 34
204 783 58
260 494 47
654 938 53
205 376 17
780 943 72
558 852 36
98 729 40
511 748 41
136 656 58
533 603 73
56 426 36
370 797 54
368 896 35
529 762 17
56 638 40
350 628 75
1 598 47
919 949 48
593 631 23
456 653 8
57 277 58
165 591 44
463 491 60
848 917 55
202 679 43
344 719 29
52 458 60
95 894 65
112 800 29
87 994 13
498 981 45
587 755 53
126 658 42
483 519 15
630 690 35
24 856 28
47 266 39
177 625 83
367 940 30
184 899 22
159 517 52
90 257 21
649 978 62
382 417 29
161 390 39
35 473 41
264 486 59
704 987 41
280 693 52
335 533 37
539 750 67
843 955 65
316 609 62
258 850 34
211 291 22
15 728 41
925 968 36
689 876 25
102 149 11
201 491 38
566 857 49
191 299 90
709 736 80
181 608 33
244 787 67
189 541 56
410 471 26
145 848 45
1 447 25
369 486 72
35 407 50
63 924 38
26 574 32
36 348 60
325 327 32
144 235 63
905 997 52
39 88 66
292 638 29
56 292 21
551 970 20
228 385 33
443 809 47
201 358 57
156 437 53
794 828 31
226 415 5
665 824 40
398 494 45
734 881 39
194 812 36
101 321 25
298 584 57
371 772 66
273 298 54
58 68 54
174 409 32
134 579 40
580 686 53
490 806 39
452 677 8
134 415 53
1 765 37
204 655 49
21 666 32
58 318 57
82 924 38
496 865 63
29 99 59
173 574 28
412 744 43
650 806 61
142 298 53
760 933 33
785 882 34
460 593 17
328 384 4
818 878 49
740 826 27
315 918 24
72 291 33
616 718 56
596 830 60
513 911 20
403 953 5
157 603 32
116 244 36
141 143 44
264 379 52
94 283 63
392 743 32
303 604 54
751 962 27
24 284 42
68 768 30
162 455 48
160 956 9
277 983 9
293 385 26
922 951 42
176 786 15
86 234 16
236 813 64
423 897 19
148 863 46
147 812 50
28 378 55
398 905 5
282 928 42
351 684 45
261 509 33
466 660 22
607 965 46
229 275 55
195 611 28
187 928 11
872 894 30
155 704 18
743 772 47
128 291 61
388 420 70
459 905 45
403 517 43
199 641 77
257 886 28
145 911 48
924 932 12
296 929 53
945 990 15
496 850 36
70 148 43
789 806 73
83 471 38
363 800 49
44 522 62
228 503 43
410 560 28
103 767 37
331 893 52
378 929 34
325 810 32
451 755 37
701 994 22
83 779 46
90 279 39
417 732 77
386 1000 25
166 285 38
538 886 22
643 760 21
211 412 46
508 555 55
92 533 13
121 449 34
343 637 63
319 841 72
125 270 33
258 593 34
658 692 27
782 846 27
644 851 41
16 146 39
202 953 12
77 666 45
167 899 35
386 616 48
797 898 21
573 755 26
142 828 44
412 912 32
323 694 84
256 931 35
735 915 21
659 802 81
187 231 21
470 663 61
247 537 37
143 977 53
366 624 79
673 778 49
416 674 37
724 998 41
264 738 40
35 728 27
145 153 48
418 506 73
651 830 45
492 881 26
7 432 42
125 163 41
76 247 43
8 103 49
375 897 29
549 829 23
67 262 21
63 214 39
222 405 49
446 526 19
206 650 49
10 851 57
2 530 43
138 591 62
112 947 27
695 752 38
453 720 56
588 979 66
681 786 57
202 215 45
278 373 55
303 441 64
116 850 35
28 885 62
706 707 23
538 626 43
269 793 45
488 611 42
467 977 74
18 993 15
593 619 41
80 630 51
484 560 28
86 330 21
401 595 20
30 825 18
396 605 53
147 314 26
299 390 3
292 768 20
522 552 67
495 951 25
444 771 50
53 607 33
222 388 71
491 717 38
367 737 49
392 964 58
797 985 5
118 825 18
775 975 46
334 651 57
570 798 64
590 617 47
743 762 43
446 935 41
265 512 53
533 978 58
136 373 73
