1000 5754
387 849 23
660 688 56
94 796 53
594 799 16
315 525 33
13 572 44
478 563 58
299 885 43
471 637 78
49 439 54
734 835 10
845 889 23
255 585 53
176 777 14
191 619 50
67 619 22
49 652 54
239 371 57
376 668 54
360 674 38
95 818 78
527 779 58
667 926 28
673 848 6
251 276 64
178 348 50
31 862 39
276 992 65
47 902 29
424 697 57
234 971 40
422 540 18
547 870 69
93 749 44
460 644 29
339 741 43
375 658 49
768 851 41
502 812 16
737 946 61
130 370 25
241 566 41
322 329 38
806 897 10
354 847 44
108 772 47
5 440 66
529 875 36
117 520 55
395 560 50
220 299 52
344 379 66
643 870 59
472 573 49
385 925 73
228 450 36
51 906 38
233 990 39
192 833 29
338 755 51
197 952 39
130 430 25
469 470 54
42 563 42
396 490 72
180 237 57
43 118 66
671 804 59
352 560 29
624 642 36
639 693 67
155 184 56
124 908 55
488 740 40
10 802 52
153 618 31
697 932 35
694 802 45
135 831 24
29 317 48
600 834 48
10 688 44
660 668 48
707 728 23
62 970 40
317 479 53
18 898 52
494 911 41
234 977 35
224 310 60
105 915 16
384 911 29
283 514 34
461 900 24
20 165 54
688 994 37
382 416 29
243 982 49
182 221 52
428 835 34
672 814 39
358 424 69
190 375 41
250 829 42
359 904 36
157 409 53
701 938 69
226 619 34
1 78 30
868 902 26
250 327 60
210 242 44
187 306 10
303 829 59
262 828 37
167 908 77
92 986 45
567 644 18
262 326 55
163 219 35
348 888 50
604 860 58
152 489 37
76 87 44
486 677 52
217 608 43
130 941 54
700 862 60
423 696 37
120 331 54
589 943 29
119 712 42
8 892 54
201 440 55
370 545 43
109 232 10
134 236 34
209 477 48
476 786 45
227 859 59
32 351 22
193 237 63
387 704 49
264 661 28
482 882 38
510 797 8
487 898 41
581 779 42
478 881 30
342 944 40
402 922 48
845 974 16
227 431 39
577 962 50
123 955 53
507 508 42
683 924 25
361 892 39
449 535 48
231 713 43
767 950 16
163 853 37
339 576 6
352 555 19
631 710 25
461 734 33
471 945 62
397 921 43
651 932 75
794 830 32
66 116 63
345 891 43
665 727 62
88 708 24
1 463 58
902 926 24
596 826 55
593 655 64
647 755 77
16 557 49
649 826 12
11 128 35
172 771 55
661 986 42
30 283 27
47 868 20
437 623 48
122 471 43
182 403 3
300 497 54
512 531 37
48 140 56
209 605 33
249 764 35
55 415 41
266 675 47
271 619 56
195 940 48
208 460 35
193 879 40
282 901 26
169 558 47
171 369 24
855 992 60
509 687 60
221 277 47
100 911 37
570 869 44
207 977 69
366 805 27
678 803 31
181 526 55
389 453 8
310 843 41
440 839 33
223 688 60
375 849 33
83 627 49
222 475 8
138 585 63
614 899 44
727 885 38
326 828 42
555 931 17
150 926 14
261 819 29
284 606 27
665 764 37
164 206 50
127 153 45
561 665 41
632 974 19
196 266 56
157 479 55
804 991 40
594 990 46
148 264 59
573 682 53
206 844 57
115 572 51
123 949 51
734 966 53
172 242 63
24 83 77
65 534 39
649 857 37
127 312 51
259 441 34
146 350 47
52 587 38
239 594 39
358 509 62
14 436 69
724 742 68
264 814 45
680 852 31
704 877 30
364 913 29
140 680 58
177 221 12
202 795 65
300 905 29
534 549 37
250 309 19
360 467 35
17 591 42
210 555 22
593 752 52
623 827 29
436 497 18
448 773 21
420 695 30
404 816 24
263 993 33
493 988 34
75 239 16
231 654 39
239 871 50
196 692 28
26 702 51
360 714 46
47 72 33
497 744 52
771 981 75
202 377 36
12 240 45
21 488 12
117 845 34
429 691 52
110 185 59
337 436 19
26 411 23
59 112 29
442 663 62
153 198 52
656 729 51
459 686 22
903 952 7
29 318 62
584 938 66
382 995 71
9 504 15
230 555 46
111 629 43
156 628 47
483 908 13
166 347 15
68 372 40
868 976 34
700 828 64
46 152 42
129 371 51
619 958 58
645 805 42
59 545 45
102 762 10
328 969 20
419 603 28
204 413 40
9 108 28
609 641 51
429 535 60
509 932 53
257 436 4
629 698 34
394 715 71
68 751 49
475 568 29
424 522 72
33 904 25
114 531 74
177 222 13
368 897 68
265 603 56
46 649 43
709 929 28
753 816 26
67 958 42
159 546 26
220 885 44
223 455 24
606 843 55
119 259 58
758 774 35
101 821 26
709 827 30
138 954 31
151 933 44
505 689 27
225 273 17
668 688 37
765 961 28
573 920 6
120 603 73
796 926 63
605 748 60
228 819 43
110 426 42
431 701 52
382 443 68
154 290 37
434 843 52
215 964 45
479 894 65
214 645 32
673 913 42
113 644 37
285 912 50
180 425 16
306 590 24
856 966 23
706 849 6
571 746 51
545 648 38
292 708 41
541 815 18
307 924 52
133 714 50
921 984 18
43 642 68
347 720 25
72 902 23
159 393 15
165 336 59
229 908 74
52 268 56
133 346 41
127 385 34
551 552 69
90 817 64
122 637 54
89 592 39
581 838 37
380 811 48
519 900 9
696 840 67
582 756 52
480 514 32
559 726 67
478 859 73
369 496 22
339 707 49
184 241 34
521 691 48
64 218 44
622 706 38
27 225 53
278 882 50
409 685 24
716 750 64
494 893 53
133 558 58
832 863 36
213 339 48
51 659 44
209 969 42
36 702 62
113 353 62
132 514 48
456 975 60
510 998 55
642 840 49
198 405 26
10 240 47
393 546 40
312 365 28
408 636 10
373 960 29
281 547 53
477 927 64
108 918 64
361 571 41
520 720 54
149 951 11
591 611 44
219 705 33
21 979 33
176 269 58
315 340 33
615 688 27
499 915 59
793 876 36
706 972 47
261 790 56
50 906 41
155 493 10
30 642 54
373 948 45
535 691 68
448 809 67
67 191 72
401 867 47
271 332 43
173 616 37
244 529 15
519 734 55
230 586 18
133 469 45
274 652 49
203 882 56
622 704 34
615 798 33
646 806 24
293 326 34
288 982 57
736 923 31
65 665 55
584 647 27
607 943 44
283 638 50
352 372 65
347 520 32
266 384 49
558 937 52
120 928 35
5 248 63
270 906 35
319 791 46
328 914 73
71 447 36
362 888 33
147 463 80
367 672 53
203 990 16
575 777 12
430 941 67
69 807 62
304 990 18
36 975 47
99 745 50
355 813 51
48 738 58
484 893 37
493 610 52
331 880 55
88 956 47
116 674 59
77 792 73
528 956 36
864 887 36
41 534 33
459 901 46
87 836 42
216 673 41
265 846 45
157 685 72
170 320 46
121 890 59
138 374 34
257 905 53
421 775 30
291 856 29
434 737 46
274 347 68
416 888 70
533 786 61
172 269 51
322 941 61
206 420 28
194 770 22
202 732 66
61 481 49
61 902 42
512 534 57
382 809 70
628 809 91
687 935 65
229 675 27
386 559 65
267 941 36
478 917 54
91 222 15
279 921 45
296 991 30
16 850 46
676 749 45
831 950 51
110 472 52
161 661 32
70 812 61
604 900 55
85 123 53
584 792 56
374 503 23
122 783 53
267 535 4
695 815 36
272 960 57
43 96 45
121 643 46
286 896 51
33 359 27
46 857 23
446 695 12
140 487 32
294 629 47
331 517 45
7 608 51
438 915 25
143 366 32
308 707 63
617 652 38
181 616 97
273 802 30
586 899 44
294 781 37
89 782 57
187 515 34
447 803 43
375 636 37
667 796 45
25 385 16
278 621 48
788 895 54
362 487 50
626 692 46
44 861 13
614 662 41
45 742 59
651 931 58
799 871 34
663 809 56
37 97 38
460 710 42
343 805 11
414 734 34
78 205 48
111 193 54
626 675 55
508 717 50
465 783 57
232 889 53
500 656 57
466 495 35
335 822 59
431 716 54
523 982 40
601 973 52
316 754 39
309 934 41
834 887 32
157 715 19
53 641 43
41 577 40
204 797 49
178 236 46
165 191 32
67 301 71
459 682 53
21 211 42
338 917 68
66 699 56
75 304 15
403 526 64
205 883 62
525 874 23
104 796 27
633 723 51
76 422 31
551 1000 34
399 931 64
608 853 50
709 933 45
356 907 33
303 327 57
667 711 30
134 898 36
444 604 19
855 918 36
45 544 46
732 980 68
18 680 64
115 833 58
177 568 36
836 999 20
754 919 6
76 999 25
222 989 33
38 951 67
733 859 51
145 433 48
692 762 55
82 114 75
668 886 41
335 741 42
356 621 39
426 715 68
48 628 54
166 974 60
787 906 29
64 255 47
190 983 51
29 778 51
75 356 29
56 913 61
73 580 9
174 207 22
355 806 37
16 160 30
77 441 20
35 642 40
142 905 61
637 783 38
204 998 24
177 419 60
136 521 49
198 618 70
97 852 59
197 417 49
301 308 89
631 972 5
435 729 36
54 110 45
423 642 49
414 903 46
475 989 26
187 590 30
512 641 51
288 814 33
260 636 36
399 793 51
768 843 52
382 680 53
302 691 59
951 961 14
23 252 69
239 356 41
253 532 54
144 971 52
446 606 41
270 787 48
400 493 28
598 651 68
173 526 67
258 771 65
79 277 16
641 665 57
449 648 39
698 788 51
283 311 46
372 931 68
361 481 60
112 653 23
245 701 55
485 949 14
392 484 23
44 811 34
214 805 12
292 397 49
22 252 14
284 420 43
843 972 46
69 415 37
401 589 39
11 979 19
555 935 49
98 447 64
887 976 51
594 871 35
796 900 14
105 316 41
717 853 46
366 645 18
156 724 84
200 975 74
406 789 58
323 988 10
841 920 13
921 922 33
357 547 55
68 352 50
629 781 11
104 428 49
335 645 39
375 704 39
866 875 37
228 474 25
579 624 48
81 110 11
280 478 9
235 515 45
30 313 33
30 514 23
563 917 4
413 483 51
361 951 62
607 843 55
204 909 24
241 763 28
331 928 32
224 943 23
139 713 29
155 846 73
215 230 16
879 913 65
216 364 40
62 492 34
358 981 37
762 873 75
764 885 42
97 968 60
163 507 24
249 561 45
215 218 46
64 85 54
506 714 9
541 756 47
3 983 36
451 496 41
578 829 65
162 807 23
466 810 35
173 300 62
422 437 32
2 100 72
207 975 69
115 445 60
575 964 29
212 590 51
697 981 30
549 916 59
281 821 54
306 652 63
517 928 50
731 870 67
96 480 26
236 888 37
589 606 50
215 491 46
734 900 55
48 663 11
937 973 46
443 487 49
404 826 25
285 894 42
275 623 30
454 952 42
396 847 71
12 58 48
657 732 40
385 635 52
195 740 52
168 947 14
55 262 19
421 944 30
23 318 23
200 977 54
84 233 36
1 300 61
921 985 23
145 852 21
418 985 43
333 677 49
297 938 49
56 629 49
573 841 14
48 156 48
44 380 37
121 870 25
221 254 27
489 826 37
27 688 32
884 940 20
17 611 3
115 927 72
217 544 40
381 500 57
511 993 64
299 764 45
172 530 30
294 753 19
388 951 43
299 537 39
337 905 59
337 497 5
160 417 27
886 962 45
154 637 45
519 796 11
246 561 65
393 890 58
130 743 64
653 941 60
428 903 38
676 677 67
18 487 34
144 398 45
661 672 10
130 340 24
90 335 12
380 861 49
21 115 42
558 677 65
684 722 8
685 920 17
457 970 59
45 483 64
147 865 64
64 585 45
303 460 62
111 325 52
268 863 58
651 793 60
50 924 24
263 778 46
350 379 34
111 404 52
736 899 41
253 798 41
261 718 38
60 606 55
306 464 54
13 760 9
149 961 8
439 548 39
720 784 62
428 519 61
169 506 52
741 811 21
8 894 71
242 542 13
38 142 47
220 645 55
467 558 51
864 880 37
119 678 35
341 584 25
476 727 52
467 592 49
215 352 50
873 911 67
42 917 44
32 49 42
55 700 58
221 989 47
585 954 36
188 483 51
231 496 40
623 681 23
31 726 65
224 776 48
125 803 28
500 562 48
94 461 47
770 904 34
714 823 47
26 911 31
272 984 42
754 806 52
718 790 40
351 808 59
427 563 62
275 929 20
466 858 49
13 202 57
747 757 59
288 824 39
285 394 53
291 966 39
2 207 77
68 945 31
376 955 24
164 963 62
218 585 36
192 445 63
560 935 46
798 886 54
254 989 22
476 694 22
698 939 60
547 643 10
158 171 56
126 947 29
384 626 44
742 908 71
721 751 62
172 837 13
125 441 52
443 963 59
461 835 42
596 872 7
489 649 28
635 679 48
469 524 32
408 825 51
894 912 33
899 954 52
319 599 43
401 963 56
543 722 59
91 989 29
251 303 56
748 973 50
94 439 31
128 740 33
82 840 64
186 764 15
354 611 30
61 868 20
203 356 18
169 676 47
721 945 62
377 657 57
19 235 54
460 768 38
225 802 46
503 539 40
622 967 48
723 850 24
185 317 59
363 628 54
662 783 61
13 377 33
507 959 15
545 654 50
695 844 57
577 668 54
343 816 53
529 791 52
649 781 37
363 738 47
150 667 27
46 753 40
3 877 56
206 695 50
476 802 52
101 139 40
245 338 47
167 448 87
588 705 48
442 854 30
227 280 41
73 197 31
379 540 48
188 553 57
45 510 39
199 256 54
209 820 59
744 865 60
108 516 26
463 550 71
210 352 38
835 966 46
698 965 10
304 907 51
645 745 61
244 829 41
327 578 16
771 935 62
417 713 27
491 899 44
257 552 64
695 794 23
200 893 62
277 403 59
498 630 50
474 520 48
343 822 35
166 845 45
742 830 58
12 533 33
559 862 40
304 594 62
43 804 70
151 681 18
455 948 53
612 869 60
524 923 13
683 999 36
272 279 11
963 968 37
47 842 30
763 880 62
66 305 11
542 586 44
416 995 42
161 672 41
545 874 38
411 911 26
130 653 15
485 668 47
369 850 46
289 504 18
142 616 57
346 536 36
101 896 48
308 811 58
350 539 39
87 906 37
233 304 46
290 671 54
589 867 31
189 684 44
19 351 55
272 922 66
397 473 63
567 710 59
638 642 50
193 788 42
225 774 39
121 818 55
533 764 53
241 323 55
138 681 63
639 645 65
436 905 52
50 540 36
459 685 47
50 836 34
283 804 78
142 775 76
481 976 53
514 804 70
519 860 24
272 292 33
156 448 43
10 126 50
100 494 67
53 533 34
452 955 63
437 540 21
666 968 52
380 562 10
669 872 82
797 971 20
180 965 43
363 830 54
546 890 75
70 433 45
344 924 65
536 714 40
637 671 56
22 23 74
34 387 46
86 950 55
40 189 50
203 304 6
922 984 24
823 937 55
489 495 18
447 678 15
1 953 40
303 440 57
510 909 33
141 574 48
2 83 43
209 389 25
231 723 44
433 852 48
613 722 65
943 963 40
91 182 70
644 934 57
367 808 26
80 415 34
44 822 38
193 425 32
109 845 47
932 981 52
503 585 24
731 890 41
17 458 60
133 333 43
155 323 23
336 368 8
698 879 24
501 898 55
536 592 22
76 730 30
634 742 58
582 695 50
414 966 27
893 977 29
590 824 46
656 707 72
751 945 25
579 915 69
95 678 29
360 498 66
410 471 33
527 658 22
45 124 16
71 349 33
399 837 59
831 958 28
164 867 35
177 846 48
212 365 45
5 812 71
835 860 40
24 494 22
452 886 55
701 733 41
325 380 50
58 249 59
575 736 31
132 283 15
41 947 17
21 389 41
200 1000 56
231 407 25
471 783 52
207 702 35
333 506 64
307 683 27
477 820 17
640 797 39
73 454 39
387 622 21
58 237 62
180 673 47
237 788 63
318 863 66
626 873 59
705 1000 43
365 982 46
153 405 43
175 302 61
571 869 50
260 408 42
12 476 40
717 756 51
82 311 74
144 508 33
406 891 44
134 852 34
121 974 73
251 309 53
324 472 62
567 737 47
235 312 55
487 809 67
255 465 42
263 684 39
622 838 29
377 565 41
160 896 16
258 932 31
712 889 46
211 969 50
339 811 35
438 897 56
145 680 39
103 321 19
148 548 29
83 384 74
220 609 26
274 769 53
780 877 35
243 620 59
701 750 74
91 568 29
614 964 40
295 516 56
727 764 29
62 561 72
192 937 19
473 984 51
500 707 30
260 851 62
664 997 71
39 852 53
290 955 57
167 442 87
23 141 73
264 367 38
280 701 72
147 391 40
22 141 42
188 909 29
84 315 54
466 489 39
706 780 22
39 502 61
381 811 33
123 539 60
83 494 56
85 485 24
218 255 18
226 950 68
599 869 22
622 983 62
586 964 45
613 787 49
71 803 42
197 789 48
442 844 42
94 808 38
151 899 43
115 884 58
348 495 26
813 970 66
789 891 16
325 822 49
692 873 22
126 564 40
39 680 53
248 879 51
682 920 52
8 571 14
251 829 23
63 800 60
280 881 29
188 908 59
453 969 41
353 946 52
641 727 15
317 583 56
177 475 14
415 591 66
317 426 72
257 744 62
375 408 34
250 276 28
451 482 19
781 826 31
105 813 35
19 548 34
383 508 32
135 226 78
404 649 33
594 725 44
513 726 36
515 757 53
1 550 15
99 343 43
124 544 36
358 932 17
635 755 47
143 343 16
344 650 59
391 552 41
414 856 6
234 392 41
9 869 57
949 955 14
594 782 39
64 146 57
870 890 53
262 700 40
595 863 56
255 899 55
95 447 41
114 696 72
724 738 43
248 839 75
120 298 52
383 582 51
556 606 44
696 813 65
520 617 48
199 944 56
15 564 63
349 818 86
63 875 34
355 438 52
401 854 22
623 929 50
219 391 29
341 679 79
602 864 44
473 895 10
740 871 63
368 806 59
80 611 58
29 320 41
596 649 49
358 793 49
620 834 37
23 317 74
636 838 17
805 822 31
235 261 22
163 391 60
274 351 65
256 337 42
210 269 31
79 517 59
393 731 32
115 328 16
252 305 41
708 758 42
316 693 37
479 516 50
533 534 24
528 948 49
382 936 53
82 642 55
205 616 63
546 987 78
676 823 44
4 602 43
60 695 10
128 942 52
284 695 43
36 411 84
53 694 35
109 125 31
28 983 27
51 574 26
434 946 57
559 657 43
428 580 38
95 119 12
621 907 13
440 578 33
101 274 56
63 866 14
287 629 47
133 506 45
52 722 49
453 605 34
102 675 51
321 969 64
9 516 11
399 935 19
413 675 40
595 778 54
166 617 47
677 726 70
404 596 53
11 192 63
527 746 58
409 715 63
31 807 21
860 900 25
533 947 44
431 563 21
208 260 41
83 411 34
318 778 77
375 967 42
546 743 57
174 200 14
432 972 48
484 977 28
474 792 56
68 721 48
39 963 31
162 559 6
561 764 37
16 231 26
711 902 26
531 665 23
36 207 27
87 574 39
268 320 14
914 942 69
663 738 54
531 970 70
150 247 22
49 757 14
154 296 84
703 948 44
354 795 44
313 462 37
432 780 12
314 891 39
260 768 42
674 730 46
943 968 12
215 560 49
36 588 82
332 336 87
249 727 7
24 977 61
109 784 69
671 783 69
50 379 41
550 883 88
402 910 52
183 976 22
359 492 14
138 350 37
646 813 66
341 750 40
509 697 80
197 291 15
552 705 52
6 686 9
454 789 45
405 635 27
381 741 46
412 468 24
63 779 60
508 582 22
323 400 20
228 647 56
172 687 62
286 407 29
482 496 56
437 470 36
401 968 43
258 509 49
88 373 18
49 747 52
785 956 47
816 826 37
118 978 55
758 916 49
43 296 73
205 975 77
161 986 31
233 633 38
3 387 51
551 705 17
328 927 64
35 283 36
703 993 31
412 810 43
134 888 3
113 851 59
451 633 28
118 514 18
480 991 77
56 698 51
230 560 43
47 976 38
89 467 19
115 195 52
302 321 41
265 989 25
637 751 28
106 455 22
628 738 8
719 753 35
739 752 47
50 683 23
589 968 34
188 675 27
438 754 23
776 963 59
884 937 38
280 859 72
501 669 64
481 902 42
58 786 26
16 286 30
363 544 66
468 593 66
371 799 46
397 418 24
333 749 42
61 247 42
504 516 8
175 329 34
234 893 55
184 400 52
269 651 68
198 997 21
110 459 31
247 711 26
327 839 67
175 267 58
498 730 32
76 836 5
313 514 36
360 536 15
311 840 27
149 976 67
2 411 63
301 950 90
403 670 69
427 755 51
42 664 46
808 952 57
285 711 37
16 281 49
284 843 51
12 53 49
602 887 19
54 841 47
119 349 18
457 492 53
149 342 23
325 562 44
309 910 44
13 820 46
73 835 41
77 349 52
397 922 41
95 98 63
414 952 41
70 666 59
39 776 60
397 402 42
378 855 17
34 408 19
661 842 53
400 566 30
35 96 23
303 567 49
117 712 28
650 924 27
162 565 56
17 490 58
549 577 38
75 990 6
534 916 50
216 440 72
389 605 41
267 322 69
193 698 21
582 853 39
686 901 26
83 330 71
387 408 28
801 988 40
87 730 33
439 808 12
128 969 25
355 897 31
686 699 13
377 732 50
134 145 14
362 416 37
712 784 54
204 675 28
950 958 47
331 602 33
490 847 50
18 140 42
756 780 56
412 872 50
129 211 63
537 665 38
667 900 46
940 973 17
70 936 30
464 617 39
399 509 47
398 608 22
78 173 27
142 403 76
562 811 58
334 661 32
884 973 16
99 805 36
154 465 67
107 124 42
367 515 51
17 69 27
251 855 54
456 550 56
204 392 39
535 731 84
458 732 17
121 889 62
914 969 66
177 182 63
818 974 80
232 974 41
186 665 29
50 307 46
110 685 25
554 915 30
203 630 48
122 751 74
3 658 19
462 549 42
79 568 54
575 923 37
844 867 51
74 879 42
146 503 35
341 792 39
93 518 33
435 728 63
113 260 35
203 621 56
205 690 69
468 872 57
369 723 40
613 863 61
298 928 17
191 767 48
127 198 75
12 534 40
212 228 61
860 912 66
251 866 30
18 443 65
418 922 50
783 945 11
327 992 67
181 403 83
93 677 39
323 801 36
358 697 20
420 794 41
207 588 62
510 608 47
275 681 47
754 770 56
131 682 7
242 575 22
63 244 24
310 353 19
370 874 21
108 505 32
69 162 72
130 874 45
479 689 24
152 433 42
600 610 64
96 514 49
96 118 49
218 614 48
107 544 27
599 791 51
263 320 63
24 266 54
136 691 41
340 653 10
287 489 43
855 934 58
404 781 48
568 957 68
11 973 52
496 723 35
597 686 34
448 663 29
52 613 68
555 651 74
558 714 10
150 796 52
509 876 56
358 687 82
459 699 30
160 345 42
222 254 12
250 578 63
318 595 26
241 957 52
159 987 71
390 541 33
581 658 26
388 765 50
164 943 23
505 599 56
453 914 54
196 330 44
372 751 55
260 710 37
492 693 56
72 868 42
909 998 46
156 738 45
835 856 35
245 431 4
405 925 76
443 809 47
119 447 44
201 839 64
232 349 44
108 289 2
537 561 25
336 754 39
216 913 26
523 620 37
216 848 45
86 332 54
503 899 44
848 965 47
37 70 38
171 633 45
484 510 56
280 733 32
135 301 56
495 719 36
418 703 48
52 137 47
756 959 58
191 226 45
51 836 54
345 789 53
839 913 55
841 966 60
258 697 36
300 775 43
203 799 46
251 378 38
463 975 43
227 245 41
64 123 22
101 769 26
18 501 61
479 504 57
481 711 34
340 648 38
195 973 41
147 551 60
613 659 70
531 561 52
173 953 37
408 622 38
287 879 41
438 806 52
42 716 12
132 311 42
329 449 79
443 773 69
644 737 62
720 974 49
40 993 40
300 550 59
930 971 34
543 613 58
562 656 52
92 620 37
218 586 41
391 959 74
770 817 60
15 962 34
2 702 95
140 898 71
269 555 41
231 896 46
285 444 71
598 876 38
598 793 40
79 603 38
109 678 52
259 297 58
721 931 69
108 875 47
545 547 38
140 382 46
111 781 36
902 986 41
258 876 10
182 670 71
311 313 56
188 229 34
387 780 36
637 945 35
191 336 40
99 645 49
189 878 39
435 576 49
84 451 56
372 783 62
523 790 32
54 573 34
171 723 17
225 708 43
71 678 40
115 748 42
112 315 14
20 767 72
517 887 64
655 752 64
566 600 60
390 432 50
29 595 39
123 615 61
242 777 11
398 797 30
104 900 17
486 714 19
246 885 67
75 630 54
48 448 30
155 988 32
605 980 63
40 263 31
372 410 72
41 65 40
38 928 40
69 262 50
92 672 64
89 676 37
252 538 42
339 728 72
763 834 47
585 736 52
557 896 50
664 917 43
333 530 51
599 746 55
279 985 31
141 252 29
603 670 88
91 221 20
781 965 38
719 826 20
65 512 41
576 707 44
325 404 13
425 848 32
650 683 22
428 856 32
74 180 19
772 918 40
44 366 46
241 243 42
227 664 56
449 890 55
179 946 47
554 754 46
464 520 29
207 893 67
816 822 43
323 566 33
750 792 27
13 601 55
465 586 40
180 788 20
640 853 48
365 625 61
214 822 31
476 533 20
516 772 38
442 773 76
469 709 51
532 615 36
448 738 30
704 967 47
193 965 31
314 417 44
116 238 43
349 447 28
969 979 25
212 312 29
629 719 30
511 543 27
199 951 65
585 964 39
168 577 40
69 591 62
178 669 61
114 970 58
224 968 28
136 329 54
371 594 49
423 499 54
208 310 55
564 978 33
127 365 54
137 878 57
167 724 19
257 421 60
834 880 17
215 662 35
214 343 22
65 168 31
706 838 24
27 798 52
36 690 68
75 371 57
563 733 33
607 666 60
625 925 62
139 821 45
560 931 30
222 265 14
450 819 36
675 762 54
556 943 35
131 472 36
172 935 52
702 893 32
733 917 31
648 987 33
120 403 70
141 238 28
257 337 15
213 817 15
395 651 70
301 767 94
225 240 19
372 555 77
620 814 47
18 809 58
320 778 28
341 938 42
336 950 50
166 632 42
565 732 57
418 984 46
21 453 47
81 920 42
348 466 42
58 641 52
553 762 16
336 767 50
26 494 13
425 698 35
7 446 32
236 348 17
433 812 39
112 874 35
72 150 32
523 718 48
795 980 66
242 964 39
634 908 20
606 867 28
3 28 56
582 640 43
415 828 16
428 952 37
91 265 23
310 776 34
420 830 34
491 542 22
504 505 27
120 277 41
174 977 49
577 886 23
420 867 37
94 367 35
278 725 40
572 820 61
59 723 43
144 853 35
428 461 42
731 743 27
184 988 26
27 615 37
383 390 50
346 676 26
524 575 40
6 81 41
574 787 60
424 807 48
111 343 41
183 388 34
457 645 59
169 714 44
739 810 47
249 609 32
240 956 32
208 567 32
215 766 26
629 826 39
497 865 13
668 949 57
278 356 11
320 832 64
176 766 34
842 902 29
309 578 48
361 765 36
461 604 62
106 528 20
674 999 55
