3000 17178
333 1851 36
1144 1986 34
1779 2274 27
1402 2598 18
478 1804 14
191 1849 19
944 993 40
647 2887 30
447 2313 20
1266 1318 19
715 2023 35
1306 2166 31
1944 2364 11
2503 2589 29
984 1691 27
1612 2274 9
1446 1525 35
847 1514 31
2763 2945 28
1407 2163 28
1915 2081 28
1018 2819 16
1292 2034 17
1961 2686 38
1134 2120 23
740 2539 39
190 1542 20
609 2861 16
841 1005 20
440 882 23
528 565 24
531 1675 28
303 452 26
192 2591 20
410 1674 32
677 2616 29
549 1765 46
1216 2948 28
507 1405 37
889 2976 34
134 1262 21
328 1234 28
511 1529 33
240 2730 26
2686 2978 30
1880 2892 27
1140 2497 29
1272 1513 25
1377 2395 26
223 1059 37
1939 2850 9
2149 2761 9
2143 2234 38
700 1173 41
2018 2605 34
2019 2184 8
511 1563 31
1074 1189 39
1229 2307 40
813 820 24
199 1547 34
1725 2846 16
1785 2392 21
2807 2917 23
217 1588 11
710 2369 30
972 1524 30
1409 2110 34
2344 2432 30
413 1591 35
984 1725 38
546 2195 19
374 503 15
522 1605 19
1199 2191 22
1152 2769 38
2827 2973 40
1268 2864 24
434 1983 32
1007 1973 14
267 2230 29
1390 2701 33
109 660 24
1150 2806 13
952 2028 36
995 1127 12
1190 2269 19
33 2671 21
640 1548 22
1942 2073 25
294 1014 25
620 2527 19
453 1802 25
653 713 10
1502 2846 27
2722 2993 32
950 996 37
547 2316 26
1206 1722 38
2208 2827 32
1206 2855 8
1259 2817 26
258 1372 18
617 995 19
1553 1770 28
886 1820 11
256 1753 39
665 2486 35
501 1017 29
956 2249 30
706 2786 37
162 1731 35
1020 1678 30
1647 2030 25
1822 2556 28
303 1592 25
1853 2781 17
245 345 35
49 144 26
1475 2141 45
1984 2398 30
97 2813 14
1332 1853 31
585 1236 18
1218 2090 21
754 2439 42
1818 2555 20
223 2738 21
1278 1410 29
2696 2850 30
524 1495 13
883 2676 35
7 2228 23
665 1271 9
1239 2504 36
1493 1574 39
1201 2055 27
865 1982 24
14 568 30
1632 2145 40
1196 1924 23
1647 2398 20
2085 2901 20
902 1753 30
180 702 21
2364 2680 35
5 2535 31
94 2832 43
201 1352 23
1012 2540 25
395 1525 20
631 2602 18
1139 2804 6
1115 1323 27
1377 2448 36
1145 1912 33
874 1851 29
691 2588 29
1468 2361 15
1748 2233 23
236 1135 29
485 2788 30
326 509 29
991 2082 24
534 2248 38
658 2542 18
256 2588 35
820 1607 8
849 2996 6
871 1717 11
1173 2587 18
1594 1631 23
2225 2861 19
703 2484 13
1801 2768 20
1019 2732 16
2169 2881 16
902 2859 18
271 681 17
905 1733 29
2516 2802 20
1072 2678 26
104 2386 10
531 614 27
297 1158 26
2112 2230 24
1167 1339 25
637 1656 21
2148 2956 20
757 2822 19
884 1192 30
1521 2408 26
1028 2862 25
1719 2646 32
1977 2466 23
366 1135 32
724 2157 30
726 1471 23
397 2520 26
1617 2105 25
202 2275 35
890 1185 12
655 2560 20
1253 1519 16
1490 1504 12
1884 1977 21
2002 2791 15
977 2508 12
1005 1390 18
1277 1506 19
869 1624 34
506 2952 28
835 1025 22
2168 2756 24
75 886 36
1124 1694 27
384 2435 31
508 1190 33
138 1258 20
666 2062 27
1610 2381 35
490 2798 46
1296 1662 7
446 1290 31
581 1175 29
267 592 17
1732 2660 36
2504 2604 30
343 2003 31
1857 2252 34
1101 2931 35
668 672 21
1308 1600 19
1844 2427 23
579 1533 9
2011 2493 28
1006 2169 25
1048 1691 43
1573 2519 32
766 1442 31
1008 2704 33
655 2146 43
404 1185 12
2599 2997 31
2840 2905 14
200 2704 16
181 2239 33
116 2112 28
1476 2964 28
36 947 21
1290 2593 29
1400 2563 31
55 1793 42
211 1371 13
1991 2962 40
721 1489 31
386 1957 30
1543 1709 30
534 1914 3
661 1505 29
1989 2384 8
2399 2822 30
1619 1799 23
1897 2578 30
1599 2134 12
181 2612 22
219 1664 19
1020 1340 10
499 1936 21
1297 2322 30
2325 2992 25
1375 2290 27
1871 2824 12
71 2353 15
214 355 36
301 1618 22
1114 1122 36
1794 2477 16
971 1301 33
3 2489 38
218 1382 9
1674 2346 28
109 1138 14
2572 2698 17
1174 2779 39
2239 2795 16
957 1979 30
701 1746 22
885 1768 41
593 2249 29
1985 2345 28
298 2493 25
1717 1755 24
1803 2406 35
2623 2722 10
133 1705 3
367 1494 8
392 2777 33
1357 1670 29
1272 2328 27
127 2296 21
401 1351 33
154 1300 16
228 2699 26
1259 1823 28
29 2684 4
1625 1963 42
182 776 30
1963 2397 24
848 2867 12
604 2048 30
1735 2012 14
1762 2970 30
1802 2177 43
1057 1990 22
1059 1129 14
1233 2607 32
1818 2022 30
1033 1326 36
1034 1256 8
858 1019 27
1040 1264 26
891 1835 6
2294 2741 33
539 1237 28
225 544 20
115 842 18
492 493 27
1584 2926 12
28 562 31
1217 1813 17
1280 1991 24
1838 2703 12
51 447 19
1404 1715 32
1774 2552 27
344 1007 22
2288 2456 27
476 2934 19
2713 2802 31
386 2618 31
1754 2227 30
1501 2292 24
2151 2854 33
1164 2418 2
36 870 29
1146 1618 33
1047 1229 11
591 2128 24
278 1373 10
115 754 26
540 2279 25
1781 2637 16
159 1923 30
251 2009 25
973 1081 13
418 2517 21
772 2248 4
2283 2716 29
2380 2392 30
1123 2381 30
163 228 25
1247 2735 24
86 2875 28
288 2294 23
528 2054 47
1388 2434 9
38 2550 17
37 1815 32
105 1876 28
474 1410 32
1336 2171 30
2045 2936 24
337 2967 24
1568 2825 25
311 2365 20
2031 2154 9
2428 2830 16
2280 2882 37
1724 1939 29
1434 2713 34
2421 2767 31
853 1408 28
955 1409 27
173 817 34
88 961 22
611 2037 21
538 2591 10
444 694 38
577 1257 21
541 668 30
1088 2849 17
345 1243 13
1705 1729 43
4 2404 10
81 2834 15
139 2704 21
575 2161 26
1012 2272 23
1975 2892 24
719 1715 25
2145 2753 29
381 2166 35
2575 2825 25
167 823 4
2744 2783 19
719 974 27
918 1551 18
904 1408 21
640 1309 37
617 856 36
846 2743 22
1902 2008 30
314 908 14
4 2019 24
796 1525 29
131 2804 30
1238 1604 39
1534 2242 23
930 2862 12
574 1120 32
1674 2669 10
992 1245 17
1691 2657 13
466 1015 14
1224 1316 7
620 2418 36
144 2701 8
1736 2903 36
722 2976 33
42 922 15
1018 1661 16
229 611 34
1838 2464 22
1329 2628 30
237 706 32
1674 2109 23
1087 1136 36
2369 2375 38
1563 2289 35
1054 2433 41
931 2356 26
1498 2644 33
1320 2189 30
1040 2852 13
984 2657 35
1716 2222 24
1023 2539 14
1450 2759 28
98 929 13
1109 2510 37
579 1027 14
567 628 21
685 879 19
721 952 13
491 1227 21
1524 1860 8
761 2405 20
440 2350 13
1212 2077 9
808 1352 38
1149 2881 12
2176 2771 20
62 791 11
488 1310 31
435 1521 28
1358 1921 24
1038 1667 17
696 2616 33
496 566 41
472 1776 23
873 1874 20
1063 1869 26
1072 2821 22
1412 2206 19
1998 2317 17
612 1699 19
346 1882 20
1237 2194 8
1252 1749 14
83 1818 24
2824 2835 24
783 2292 27
1043 2427 23
1225 1989 29
1578 2909 25
1818 2863 32
195 570 33
569 2478 32
1808 2570 32
185 2117 26
459 549 39
2025 2048 24
370 1035 26
559 2731 41
277 1920 22
1420 2591 28
59 947 34
6 1104 35
88 2476 19
814 1458 18
1294 1663 34
945 1611 18
217 1315 37
236 1799 33
1402 1641 34
1422 2084 23
1640 1965 15
44 234 32
1942 2830 31
534 959 10
1970 2268 26
868 2755 16
130 710 24
2355 2914 24
17 66 30
301 507 38
250 917 7
85 722 30
632 1846 12
1090 1560 25
775 1431 35
423 2680 9
767 1432 41
1217 2580 26
1804 2773 19
611 2268 37
149 251 36
309 1397 34
552 1199 29
2197 2870 37
1710 1712 34
1025 1985 31
1073 1127 22
380 410 21
539 1594 21
486 2972 37
690 2210 12
322 2311 32
1668 2215 9
541 2255 24
1000 1061 37
168 1690 19
284 1645 25
337 2586 11
645 2245 6
1114 1363 32
1273 2110 31
2319 2609 30
174 1268 26
807 1342 35
1448 2415 35
142 1620 24
578 2915 24
1175 2453 12
2184 2404 27
1075 2726 28
255 1704 8
127 2679 16
377 987 14
1375 1885 33
688 1788 2
2730 2930 29
1540 1923 26
1880 2094 36
393 1715 25
492 2224 25
220 2246 25
251 1996 44
583 700 44
941 2536 30
378 1184 37
1545 2840 16
929 2512 19
1702 2895 23
1905 2337 26
283 1322 18
721 1490 28
7 530 15
184 289 18
145 943 19
528 2612 30
9 2438 5
220 2877 13
12 278 25
382 487 13
975 1537 13
1587 2636 44
1798 1873 19
2 442 28
219 1643 28
2714 2910 20
469 2747 40
1198 1377 26
1402 2351 35
660 1320 27
69 2301 7
2622 2899 31
191 2064 30
251 545 34
396 600 23
289 2012 26
510 1120 12
746 2023 29
885 2173 37
16 1455 29
276 1590 25
1135 2956 25
1289 2205 25
1284 2618 24
1369 1809 29
456 955 18
1020 1295 12
332 525 33
851 1535 33
482 2634 10
1616 2473 17
153 529 25
2329 2797 24
1590 2796 34
2134 2188 22
2483 2505 30
1782 2624 35
438 1645 27
2418 2805 20
982 1161 14
1062 2023 20
288 1984 24
2185 2775 37
671 1415 26
632 1548 21
60 758 10
87 1918 43
850 1507 31
459 1836 34
1348 2336 19
546 603 32
962 2692 29
2156 2674 31
1130 1363 31
2491 2944 29
1547 2108 27
159 1298 33
116 2961 27
91 2357 31
737 1852 29
1760 2080 4
1650 1818 11
2372 2427 29
2040 2211 30
1085 1964 28
1366 2672 35
449 2515 22
1550 2149 25
1476 1868 4
1280 2787 26
2042 2621 43
543 1320 35
2052 2107 14
280 2089 40
2305 2582 36
1398 2999 32
2025 2822 36
129 2811 10
2266 2376 16
545 2772 42
1023 2413 11
498 1188 33
204 2295 45
1063 1243 37
330 2601 29
1395 1423 26
2146 2528 27
638 715 29
536 2412 38
847 2772 24
953 2557 39
1088 2763 5
2533 2646 21
1017 2195 32
2081 2793 13
960 2300 19
170 1885 29
2265 2270 3
1691 2257 13
2077 2745 31
1255 2523 27
456 1699 17
777 780 47
834 2626 19
1492 1782 6
2310 2413 19
1725 2800 36
355 2234 2
1919 2491 30
1447 1498 18
577 1227 25
1435 2092 15
1468 1875 30
374 623 31
561 1346 10
642 1533 13
1031 2199 18
1033 2996 26
1138 2986 39
215 349 23
1493 1623 41
1372 2519 31
7 39 9
774 2674 29
740 1277 37
1465 2974 14
76 1457 10
1133 2236 20
1359 1752 32
1925 2621 17
151 652 29
164 1454 22
630 1564 18
95 2537 37
1130 2471 41
1133 1776 35
1517 2240 32
2527 2878 29
641 2843 36
2233 2432 29
1297 2567 12
1046 1312 29
861 1494 38
279 1570 43
2003 2765 15
712 2673 16
482 634 13
1242 1516 43
1737 2411 40
1121 2907 12
1072 2808 17
324 377 26
121 358 5
450 2903 33
488 1634 25
448 1367 32
939 2538 27
1014 1283 19
1400 2282 24
2854 2978 26
840 2188 20
412 2391 28
435 1762 24
270 996 27
1645 1874 28
619 2381 33
845 2390 28
1459 1668 9
499 2855 38
76 1684 29
2019 2692 38
1679 2272 23
113 310 11
945 1218 21
1769 2748 31
1712 2738 31
134 2605 34
2227 2697 28
174 1468 8
295 438 18
775 1575 14
1274 2199 34
322 2168 25
1335 2700 27
1581 2121 25
715 2205 29
774 1052 29
2278 2621 26
1259 2485 39
537 2131 45
595 2263 32
264 978 17
1217 2231 35
1530 1927 28
67 861 39
2525 2594 36
1920 2654 10
389 2287 36
1460 1771 30
162 538 12
1141 2628 18
199 1007 30
189 2910 11
132 2620 25
1050 1059 32
1216 1653 27
1624 1865 11
2757 2889 30
189 2271 24
563 1127 17
1697 2463 5
2070 2208 35
680 2346 29
592 1466 16
905 1744 18
1496 2554 8
1641 1945 17
1966 2970 15
2359 2534 28
645 2164 15
1779 2399 22
1007 2279 31
438 2648 10
459 912 38
567 1333 26
173 1061 44
2763 2765 20
2286 2366 32
39 1990 20
416 2693 24
841 1546 38
1899 1904 22
1410 1726 15
2492 2758 23
928 1501 29
260 395 34
789 1315 11
1548 2200 22
1475 1613 38
272 2798 41
202 562 27
1766 2410 24
250 421 16
815 1355 19
676 787 23
772 2240 35
608 2242 21
649 2826 11
798 2338 11
938 2633 21
1201 2279 29
1492 1760 34
1945 2440 30
1338 2890 17
145 291 27
1295 1340 18
804 2765 17
2556 2862 17
714 1228 33
1581 2930 32
185 668 9
1117 1122 26
403 2919 12
1733 1744 12
1600 1912 19
1824 2074 27
115 2867 23
1253 1678 24
1941 1970 32
1957 2480 26
206 1080 15
498 1397 7
130 1364 27
101 1124 7
429 667 27
751 2396 25
1469 1598 14
185 2419 28
198 826 28
1853 2684 31
335 2434 34
654 2375 26
2457 2546 45
254 2949 18
2252 2899 26
1418 2380 40
63 636 6
1573 2845 32
1035 2568 30
1983 2995 34
1962 2282 36
1281 2682 42
2681 2874 28
430 2646 21
304 345 45
222 545 37
1904 2124 33
315 1409 14
645 1335 38
1065 1992 26
1662 2712 25
1831 2239 36
2710 2985 32
2677 2940 17
513 544 16
192 2783 18
92 702 31
667 906 34
2167 2222 27
2356 2406 12
39 414 28
326 2287 34
141 2132 11
1611 1626 33
114 2111 22
1967 2135 11
1624 3000 16
1255 1890 35
2065 2484 28
2729 2868 10
2033 2637 22
1621 2212 26
470 2104 33
909 1067 22
483 2504 39
1034 2798 30
1273 2571 26
406 1967 33
2819 2921 32
138 1002 28
1043 1193 28
888 2566 24
1401 2954 19
1787 2478 31
743 2670 28
2468 2888 42
1536 2554 33
1344 1762 19
408 1536 23
1115 2610 37
76 2937 39
1677 1801 36
574 851 35
1120 2755 36
442 1774 29
574 589 35
956 2058 21
555 1960 24
503 577 14
1267 2580 32
140 1263 16
668 2127 6
1619 2147 24
1722 2559 28
2251 2701 27
1980 2197 35
1641 2893 24
402 2527 28
708 2704 19
618 1589 24
180 2281 31
131 2603 29
2219 2647 17
726 873 14
560 2997 15
543 2067 24
1828 2039 23
730 1957 33
1790 2429 32
767 2823 40
1334 1594 27
612 2146 41
2238 2408 32
2514 2530 18
2515 2573 28
747 1460 21
35 438 26
214 2008 6
563 2280 25
691 1868 13
1066 2580 31
213 937 35
1906 2026 37
1974 2243 21
1295 1519 29
793 2697 15
203 325 26
91 992 8
147 788 11
309 2807 19
424 692 34
1486 2558 31
1624 2592 32
145 2432 18
1726 2930 26
1368 2086 34
1332 1911 29
788 1514 27
394 612 22
288 364 17
25 763 11
1003 1019 37
1573 2256 13
1821 2625 16
1842 2262 26
384 2438 23
1299 2063 33
1276 1591 19
1840 2805 15
1828 2962 11
981 1064 14
888 2934 32
1258 1644 23
1846 2331 30
630 875 36
318 894 22
210 2123 28
73 298 24
930 2823 22
1331 2499 30
1353 2577 36
13 273 21
437 1719 30
1031 2086 24
1055 2753 15
992 1218 7
701 1171 24
473 2687 17
2651 2769 23
253 1456 33
566 1996 35
896 1265 18
2051 2274 26
1737 2682 36
1000 2276 52
809 2172 35
687 781 36
1864 2723 39
797 2967 22
314 1049 32
612 852 28
526 1610 27
326 1055 30
291 2233 29
314 1253 27
1042 1905 27
815 916 14
812 1960 32
1724 2850 22
369 764 22
1719 1808 37
2217 2241 25
28 487 6
465 2401 27
846 2420 27
1454 1562 9
183 677 22
470 830 32
1455 1905 26
2116 2173 40
175 1115 29
947 2160 41
1299 2937 21
224 930 36
1812 2287 24
1119 1771 13
683 2299 27
274 1937 31
993 1165 33
1314 2274 33
1484 2967 12
419 2466 20
481 2904 18
988 1435 20
89 2878 28
1566 2945 26
1763 2248 16
1291 2396 34
2193 2458 33
942 2263 36
802 1753 14
135 845 28
1063 2628 16
2141 2690 33
591 1238 15
1366 2373 25
471 2490 17
1545 2905 13
532 1409 35
161 989 6
1714 1846 24
1759 2611 19
427 1720 18
1370 1702 27
744 2701 20
2180 2270 31
1274 2918 18
1847 2151 21
110 793 23
118 1428 22
181 2260 28
1243 1389 16
1251 1787 15
1722 1798 23
205 2027 28
978 2365 30
1691 2846 21
153 845 8
2403 2613 26
2500 2947 27
1270 1975 36
954 2558 29
1711 2787 28
1252 2436 20
393 910 31
1765 2973 44
8 26 37
537 2549 37
320 629 34
755 1840 35
424 2796 22
992 1167 31
801 1088 14
753 1584 17
656 1094 28
1361 1833 35
1460 2764 24
1185 2215 32
664 2204 4
1056 1570 8
1847 1961 18
2252 2962 16
1795 2892 19
113 2666 33
1941 2542 20
146 1671 13
422 2115 13
2034 2920 12
1418 1644 27
40 1381 11
1066 1813 19
1523 1833 14
263 1706 9
674 2612 25
1236 2731 22
398 1744 20
2259 2496 7
406 1639 17
296 311 25
482 1098 26
1621 2301 32
169 2456 33
728 2924 38
1025 2174 26
200 1125 36
645 2016 40
2398 2741 23
2580 2911 27
724 2672 34
222 737 33
2030 2484 19
688 985 30
806 1833 18
323 579 8
60 2711 31
515 691 34
1969 2306 40
72 556 31
129 2947 32
361 1105 39
1603 1982 26
86 2392 19
1119 2865 17
1305 2403 15
985 2365 29
79 2632 35
1916 2896 33
1186 1667 28
1393 1541 37
1458 2581 9
128 2849 22
692 2962 37
413 1287 29
90 2359 12
263 551 34
727 2998 20
511 1651 27
1948 2799 32
2785 2851 18
839 2327 17
900 2052 18
628 1249 22
28 1157 32
155 1326 35
108 321 30
838 1971 28
662 1447 17
738 2941 29
12 307 31
2144 2801 33
128 843 19
531 1189 31
22 2186 40
333 874 7
533 851 27
655 1087 11
1346 2288 33
1561 2797 41
758 2518 25
831 2540 27
2194 2919 10
1961 2151 4
569 1251 8
1644 2049 32
261 307 30
1082 2297 33
424 986 28
1336 2534 18
2288 2766 17
248 2696 24
1312 2181 18
1761 2079 37
749 2359 11
416 2222 15
2078 2403 35
1784 1990 14
150 1505 25
223 1431 34
854 2029 19
1217 1959 20
56 1221 21
36 643 43
1647 1947 18
1513 1664 28
2057 2963 17
790 2512 23
842 2278 18
543 2301 17
300 2122 35
554 2629 5
410 1913 35
173 2973 38
838 1793 35
981 2951 30
1187 1865 23
2891 2996 29
259 2434 15
315 2110 21
688 2365 11
449 2077 27
186 2569 20
789 1395 34
247 1891 14
1838 2203 25
2096 2439 18
35 295 32
2304 2486 36
697 763 14
47 678 17
1177 1585 22
71 351 29
25 2897 25
765 1184 30
118 2879 17
444 1464 13
680 1674 16
962 1438 13
2101 2103 34
487 562 30
521 1080 30
1699 2445 19
485 2221 18
649 761 17
426 817 20
559 2480 32
2083 2117 16
1436 2119 23
1525 2013 28
2117 2665 19
2015 2809 28
1789 1877 28
123 1007 30
145 1663 13
421 2919 15
894 1472 25
1223 2542 23
1938 2693 15
561 890 25
226 1243 37
114 2788 22
619 1564 29
2247 2902 36
726 1263 8
1054 2202 44
303 1508 35
25 571 17
410 2232 30
603 2563 26
891 1976 28
947 2927 26
921 1466 32
45 1527 39
102 2817 22
2533 2717 24
1202 1876 29
101 1940 34
1111 2805 36
553 2463 22
705 961 25
266 2093 14
26 762 23
124 2985 8
861 1517 24
1291 1793 42
393 2614 34
369 2282 33
43 1407 30
636 2061 30
10 1541 17
393 510 18
565 1107 21
781 807 8
576 1593 13
756 1067 30
2226 2985 22
733 2749 38
264 993 21
87 950 30
760 2561 34
1651 1946 33
2375 2982 11
728 2478 17
1906 2749 32
921 2386 15
770 775 18
2148 2271 29
864 1475 28
663 1448 39
603 2282 26
1747 2492 14
1054 2016 52
202 2302 21
1642 2755 20
169 2660 13
2213 2956 13
238 1401 38
844 1947 22
1230 2912 33
8 952 15
1013 1213 22
638 2493 21
2606 2657 31
864 1889 18
589 1822 29
545 1852 33
1707 2142 27
1631 2888 40
381 2706 32
469 1831 28
948 2999 30
695 884 13
1422 2184 18
1853 2928 30
799 898 25
615 2577 19
168 1517 27
349 961 28
1383 2033 25
2104 2752 26
1143 2299 21
1452 2989 26
879 1043 37
564 1705 20
797 921 15
630 2290 29
172 1459 27
917 2845 19
1048 2657 42
317 2768 10
300 1401 18
937 2221 14
1455 2337 17
1520 1605 32
2481 2875 30
821 2867 30
1617 2098 26
2487 2856 13
170 447 30
1087 1581 25
1254 2506 20
202 231 10
879 1792 17
2427 2828 28
5 449 22
51 170 12
19 2342 19
1094 1394 20
1901 2094 34
1035 2351 21
1244 1433 30
1098 1945 27
270 2303 20
571 1513 21
1290 2616 17
197 2354 27
130 1350 10
1800 2672 36
690 1462 31
2594 2931 36
2108 2902 32
476 2669 22
839 2139 8
79 1885 35
572 1747 13
959 1150 25
931 993 27
104 2247 33
2809 2875 43
1005 2332 23
420 2655 25
997 2093 17
442 1147 28
503 1227 28
2326 2616 32
575 1333 24
308 1738 20
1251 2183 19
1374 1736 34
1051 2406 30
1509 2195 38
728 999 15
1142 1679 33
1470 2847 16
2794 2882 19
2372 2828 3
1316 2040 25
17 2044 17
773 922 28
1441 2912 43
134 746 42
72 2963 32
536 2000 17
2317 2687 26
2175 2701 17
2200 2552 28
1935 2188 8
1823 2817 25
1998 2906 27
509 2287 6
2215 2721 25
2766 2775 23
2117 2127 35
1203 1961 21
521 2853 25
9 2378 24
619 829 26
774 1088 37
308 1878 13
1326 2996 36
241 1375 12
457 1755 24
703 1647 17
2263 2415 27
271 2120 6
700 1601 25
68 1125 22
59 1587 9
640 1997 15
1316 2200 27
717 1943 31
504 994 8
778 2344 18
34 2536 24
1849 1888 26
1661 2819 18
101 860 33
432 849 20
2561 2908 35
33 2356 32
983 2137 10
1332 2610 19
1562 2092 24
266 595 25
1696 2375 14
16 1544 33
767 935 18
1057 2575 19
1871 2879 22
1911 2642 24
158 1472 37
163 353 24
2363 2889 9
1720 2782 14
1855 2645 24
582 1413 25
724 2130 24
772 1494 34
509 511 34
580 2754 31
637 1446 15
2166 2982 26
1546 2308 26
252 1346 35
192 2979 29
578 2361 19
155 849 70
358 491 17
1041 2414 34
432 1012 24
387 1401 17
921 1484 20
906 2452 18
850 2876 18
933 976 26
2037 2638 28
302 1328 7
628 2370 26
834 1404 34
505 1192 30
441 1683 37
1835 2349 8
706 740 21
1603 2451 33
999 1671 24
1724 2615 23
1190 2069 30
181 1741 28
991 2335 21
334 518 33
1303 2296 26
196 201 33
598 1535 31
1462 2210 24
10 2762 34
435 1232 24
2489 2940 9
1875 2987 31
274 2644 20
51 1122 30
1044 2970 24
2035 2075 11
1572 1799 11
1592 2779 26
1740 2345 27
102 698 12
1617 1884 18
991 2126 32
2400 2598 29
