10000 40000
3339 9892 1
2878 6299 1
2363 4887 1
959 5097 1
4460 6361 1
5033 7943 1
616 8141 1
1263 5508 1
1287 3650 1
246 502 1
1350 8136 1
1014 8187 1
1816 3213 1
458 3768 1
2595 7115 1
224 4126 1
6691 9720 1
2596 9969 1
5290 9447 1
142 5225 1
2482 4205 1
6635 9596 1
2683 6181 1
958 9194 1
564 9829 1
2042 3152 1
5323 6362 1
2652 3835 1
7268 8950 1
3281 7978 1
332 811 1
4533 8128 1
2842 4898 1
674 4712 1
2962 9918 1
4237 6854 1
1439 8716 1
788 1027 1
1080 2367 1
474 8973 1
5956 6655 1
4204 7845 1
7208 8303 1
2185 6439 1
807 2208 1
4378 8375 1
5207 9920 1
8153 8710 1
3220 7860 1
1341 1361 1
3218 5535 1
3297 5828 1
342 9204 1
4709 7199 1
363 3665 1
3592 7439 1
385 8342 1
5247 5562 1
727 909 1
3244 3723 1
3331 5597 1
1550 6049 1
6080 7980 1
674 2968 1
3435 7640 1
6752 7097 1
2103 3754 1
3030 9806 1
864 6283 1
2173 6213 1
3845 9201 1
3121 9924 1
562 2912 1
744 8810 1
7485 9311 1
3703 7805 1
1681 9888 1
1217 2614 1
3161 3846 1
5401 7318 1
2694 6824 1
2870 3108 1
2935 3503 1
3186 7286 1
4307 5475 1
2655 4617 1
5991 7534 1
4153 5008 1
1954 5509 1
7716 7904 1
2356 7209 1
5666 7185 1
547 7865 1
3367 8236 1
7486 8381 1
3780 7651 1
6945 8966 1
1867 9647 1
30 2650 1
4362 6286 1
6163 8930 1
1376 1681 1
9502 9866 1
5271 6282 1
3973 7642 1
3481 5490 1
3677 6368 1
2104 5803 1
7281 9265 1
1775 4581 1
3611 4782 1
5147 7909 1
5171 6051 1
1759 4078 1
6600 7591 1
8568 8655 1
1848 2615 1
1321 3852 1
6635 9275 1
441 4971 1
2679 8370 1
1662 3364 1
1297 6649 1
3062 9828 1
3993 6954 1
1684 4843 1
5111 6158 1
1415 6116 1
4856 7329 1
6086 6966 1
2140 4305 1
2448 2960 1
4005 8627 1
4843 9726 1
3408 4207 1
6097 9757 1
125 4334 1
2391 2611 1
5665 7848 1
2523 9146 1
9297 9595 1
2385 7492 1
2863 5804 1
1168 7528 1
3236 4100 1
90 8662 1
212 3175 1
2177 9448 1
3909 6071 1
1675 9961 1
810 2343 1
458 9997 1
2136 2442 1
1325 9582 1
2001 6189 1
3327 8540 1
171 3524 1
8113 9148 1
3330 3361 1
3102 9361 1
5617 6622 1
1880 2637 1
3598 9942 1
129 265 1
896 9068 1
6235 9825 1
800 6327 1
6173 6695 1
2422 7508 1
6429 8378 1
8349 9216 1
2499 4722 1
2198 5548 1
3954 6729 1
6154 9836 1
3515 3649 1
755 1831 1
2052 6662 1
1472 1657 1
3474 9475 1
7643 9175 1
2483 9100 1
8090 8174 1
4571 9522 1
3691 8197 1
864 5157 1
4205 8418 1
2624 5548 1
6966 9872 1
1603 5496 1
5603 8393 1
7051 9421 1
3940 5868 1
5466 7341 1
2247 2565 1
867 3361 1
7322 7440 1
109 6163 1
6 2278 1
3082 5056 1
5355 9230 1
5726 9143 1
2985 5123 1
967 1498 1
1503 8648 1
462 8910 1
806 2304 1
696 4418 1
647 7909 1
4427 8588 1
2409 4963 1
2273 8300 1
1156 7786 1
2049 8592 1
4136 5406 1
2061 7663 1
4361 7968 1
2673 5009 1
966 2966 1
608 3258 1
1402 8192 1
1932 8946 1
2273 2823 1
1837 5676 1
918 7621 1
8022 8174 1
3638 6068 1
1289 2838 1
7611 9771 1
2389 5600 1
553 703 1
5788 6587 1
1407 3998 1
8953 9622 1
16 6887 1
1977 5282 1
1853 2772 1
1146 2910 1
7639 9725 1
5230 6444 1
651 2150 1
609 4368 1
511 1581 1
3628 8332 1
724 2628 1
3767 8676 1
1534 8095 1
6797 8857 1
326 1801 1
5796 6074 1
9439 9865 1
3033 5678 1
3201 6952 1
5864 9591 1
8811 9515 1
3856 6654 1
4807 9128 1
8678 9925 1
2637 5863 1
4610 8025 1
4479 9262 1
5592 8122 1
3981 6541 1
8977 9403 1
171 5431 1
1930 2968 1
2671 8830 1
2423 6284 1
2519 5992 1
3637 5950 1
5775 7425 1
1458 3131 1
1837 9543 1
2204 7270 1
3271 5977 1
279 426 1
1185 5601 1
1849 9553 1
1811 9261 1
4832 9134 1
407 9471 1
4421 8102 1
983 4154 1
5019 8960 1
4334 8857 1
4054 4144 1
6180 6548 1
5318 9027 1
1942 2547 1
1142 5904 1
3079 6157 1
197 6628 1
1520 5298 1
8507 9238 1
1057 3322 1
2253 4129 1
5484 5532 1
2361 3662 1
1569 6880 1
4991 7851 1
3353 4447 1
2043 8456 1
3082 6613 1
1645 6875 1
1304 9056 1
2887 3893 1
2587 3601 1
5553 7739 1
2279 3256 1
2843 5284 1
4042 6362 1
330 9759 1
303 3240 1
5511 8267 1
7923 8813 1
2009 5058 1
4628 9869 1
3788 7943 1
2594 5711 1
446 4457 1
8173 8961 1
81 1326 1
2608 4828 1
44 8614 1
3428 8539 1
106 3076 1
8268 9198 1
2196 5823 1
3705 4875 1
7958 8218 1
3815 7487 1
3224 6265 1
6847 6960 1
2518 2841 1
5976 9885 1
7316 9690 1
2495 2857 1
3654 9232 1
6457 9434 1
273 5818 1
1722 4627 1
2845 8339 1
2203 4900 1
7368 9291 1
7645 7879 1
1223 8821 1
5 9975 1
4086 9828 1
1949 7235 1
989 2763 1
2542 7749 1
121 9369 1
9479 9882 1
5143 8756 1
348 3898 1
2569 7882 1
2355 8862 1
4313 9992 1
8542 9743 1
8139 8572 1
5110 9747 1
4972 5841 1
5464 6303 1
1651 9648 1
388 7619 1
3239 4829 1
2146 9627 1
3221 5943 1
3787 8606 1
2122 6008 1
3094 3135 1
1191 6630 1
6645 7926 1
4310 7600 1
745 8041 1
8257 8419 1
3221 6882 1
3449 8961 1
7117 8675 1
4202 9198 1
761 1569 1
5912 6062 1
6387 7109 1
3147 3900 1
4062 4465 1
6100 8742 1
2189 9300 1
6807 6914 1
2397 8283 1
1924 5619 1
169 7292 1
6693 7566 1
4504 6503 1
5677 9578 1
5985 7479 1
2698 8396 1
2777 8689 1
2383 7072 1
2577 7877 1
1011 6039 1
4335 9885 1
242 4545 1
1532 4987 1
5224 9983 1
4591 5344 1
1652 5281 1
8233 8533 1
6513 6817 1
4780 5805 1
5774 9861 1
855 2493 1
8616 9991 1
153 531 1
5230 8485 1
2322 3571 1
983 9094 1
6616 8635 1
556 3365 1
7457 9251 1
3520 4424 1
731 1676 1
2393 3222 1
4939 6966 1
1548 5870 1
1841 6092 1
4783 7392 1
6741 8522 1
2307 9305 1
2852 4675 1
2994 9454 1
1497 7221 1
45 2287 1
2326 8766 1
948 3781 1
2092 4398 1
1074 9747 1
2220 4583 1
4379 7689 1
260 1128 1
6080 9163 1
359 7523 1
4314 8203 1
3655 7069 1
2557 5107 1
5547 9831 1
3219 3506 1
4427 5636 1
5901 7885 1
2539 7719 1
4414 7094 1
3263 9470 1
8041 8497 1
6621 8174 1
5208 9584 1
2168 2299 1
6829 8877 1
5427 5750 1
709 2802 1
3537 9450 1
650 9577 1
2520 8608 1
3824 4030 1
4415 8635 1
2744 4337 1
3043 7602 1
3978 4847 1
141 1190 1
7040 9447 1
1641 7858 1
2558 9250 1
4172 5652 1
3754 5893 1
5281 7968 1
3164 3583 1
830 9521 1
6052 8030 1
4947 9785 1
9121 9637 1
3298 9410 1
1197 1586 1
7676 9257 1
5520 8142 1
2037 9147 1
4864 6525 1
4559 5889 1
7346 7810 1
4913 8107 1
3134 9194 1
7005 9237 1
3880 8984 1
4809 9447 1
303 2248 1
3229 9431 1
3439 6797 1
6875 7666 1
1226 7592 1
1635 9517 1
4673 9559 1
1299 3152 1
153 6626 1
5901 8369 1
2047 3045 1
6145 8729 1
5362 8091 1
3920 8009 1
5300 7213 1
5773 6871 1
181 4887 1
3087 8974 1
1024 6330 1
771 1720 1
5504 6454 1
5200 7009 1
3637 5442 1
1913 2264 1
1226 5498 1
3571 7074 1
4438 6659 1
164 2439 1
293 9265 1
2108 3671 1
279 2951 1
4072 7999 1
227 4481 1
56 4599 1
3488 4006 1
6714 7317 1
131 7402 1
6370 6753 1
5814 9504 1
5044 6819 1
4270 4981 1
4679 9350 1
517 1961 1
3034 4775 1
7760 7776 1
1869 3281 1
346 8495 1
84 8495 1
1218 2008 1
958 2835 1
6885 7549 1
9039 9557 1
4015 7091 1
1160 8419 1
5754 8857 1
1712 2516 1
9418 9553 1
2644 8912 1
7849 8006 1
1300 7675 1
4861 8990 1
395 8737 1
3117 3847 1
4276 9468 1
345 514 1
5959 6229 1
7261 8186 1
4816 8658 1
544 5827 1
1543 7029 1
7456 9593 1
1754 8003 1
2139 3118 1
2519 2585 1
3584 6881 1
7083 9762 1
3372 9442 1
784 7916 1
3179 9047 1
4679 8545 1
8058 8880 1
4006 7513 1
2168 7239 1
5210 6491 1
6995 8602 1
2785 6649 1
4879 8606 1
4827 8416 1
956 1957 1
6718 7570 1
3788 5341 1
162 2096 1
4346 7554 1
6216 9803 1
1324 9708 1
5648 7067 1
1076 9606 1
976 5992 1
1389 5407 1
133 4549 1
2677 5022 1
449 4785 1
9008 9789 1
2857 6121 1
4254 8904 1
3512 8267 1
3034 5259 1
66 294 1
1297 7511 1
7747 9526 1
194 6895 1
173 6018 1
8903 9214 1
3545 5182 1
3407 6938 1
544 8405 1
1590 7733 1
3357 5131 1
1000 2040 1
7192 9681 1
7794 8783 1
1555 8678 1
866 2979 1
3 9929 1
170 6659 1
3761 4433 1
827 4714 1
230 6710 1
2859 5793 1
4615 6974 1
2655 9935 1
661 6896 1
8341 9302 1
1951 7338 1
2441 9417 1
464 1629 1
1484 2210 1
3414 6954 1
2760 8416 1
981 9503 1
2300 8431 1
1869 9376 1
2442 6794 1
907 1825 1
3456 5086 1
5810 6216 1
6329 6781 1
2970 7852 1
9024 9867 1
1261 3262 1
5218 5523 1
641 8472 1
6566 9353 1
3918 7776 1
850 5613 1
7379 7921 1
3850 4609 1
1942 3596 1
2741 8150 1
91 1774 1
573 1548 1
4758 9860 1
895 7426 1
4947 6349 1
869 6013 1
7887 9266 1
5254 8721 1
2386 2674 1
6971 8476 1
4956 6812 1
5727 6689 1
947 6835 1
5229 8664 1
3959 4902 1
2839 9597 1
4441 4676 1
4076 6241 1
7923 9862 1
4146 8700 1
7205 9811 1
4996 8870 1
5089 5651 1
7203 8984 1
4254 8233 1
4887 9866 1
501 5213 1
3598 6616 1
513 5038 1
7056 7244 1
2732 7633 1
4461 8711 1
4616 6370 1
3571 8176 1
379 7667 1
926 3864 1
4769 8275 1
5404 7325 1
1638 4100 1
2456 3012 1
1100 1950 1
8672 8795 1
262 1605 1
1669 9048 1
3037 6175 1
141 332 1
1371 7139 1
3833 5328 1
2138 7806 1
1670 5486 1
264 2617 1
3293 4825 1
1042 9300 1
7442 9508 1
4507 8655 1
744 7391 1
6521 8374 1
4983 6140 1
7109 8544 1
1835 9875 1
1740 9049 1
3663 6206 1
7391 8415 1
1443 7550 1
170 861 1
1271 4814 1
4094 6392 1
1683 3038 1
413 3248 1
5557 6762 1
2868 8567 1
304 7627 1
7059 8026 1
3707 6104 1
1019 9824 1
582 5127 1
5580 6372 1
4124 6392 1
2245 3865 1
7905 9925 1
243 9044 1
5455 7774 1
159 456 1
1294 9655 1
6719 6803 1
2782 6140 1
5146 7958 1
1180 3891 1
230 6523 1
62 3906 1
4931 9467 1
2254 2988 1
2379 7598 1
3347 5545 1
1700 2587 1
344 1525 1
3179 9344 1
10 6375 1
4395 9837 1
2490 5335 1
3230 5899 1
6963 8452 1
5999 8934 1
4803 8127 1
1093 9907 1
1802 4934 1
919 8788 1
2099 6618 1
6065 8241 1
1579 8834 1
2542 8127 1
5393 6091 1
6675 8170 1
367 9214 1
8328 8664 1
7431 7924 1
249 5960 1
2479 5334 1
846 1520 1
5346 8904 1
9028 9048 1
1369 9374 1
1381 2029 1
8631 8823 1
2268 7716 1
2638 6495 1
2344 6048 1
1294 6756 1
1435 8681 1
2199 9077 1
2276 2881 1
4929 6522 1
5558 9699 1
2213 8194 1
4193 9083 1
1249 8676 1
1681 2671 1
6691 9403 1
1347 7521 1
5022 5932 1
5480 7564 1
5438 9782 1
1572 7639 1
1890 6228 1
9216 9634 1
601 9394 1
8814 9065 1
7501 9393 1
4275 5890 1
3413 4397 1
2418 5566 1
2716 2779 1
4295 8986 1
3123 6321 1
2305 9072 1
189 9076 1
1961 2846 1
1901 6767 1
1429 9401 1
1013 3861 1
6121 6964 1
1625 6869 1
1656 6182 1
6860 9747 1
9496 9809 1
2655 8138 1
5707 7324 1
5113 7339 1
4490 8114 1
6231 6543 1
4835 8334 1
6022 9587 1
3892 5721 1
3281 5567 1
1378 4898 1
5116 7795 1
2284 3657 1
926 8938 1
7061 9629 1
4630 6589 1
2505 3067 1
654 1834 1
3200 5578 1
1755 1815 1
7035 8408 1
3496 4408 1
8368 9486 1
4442 6538 1
4039 9531 1
2258 9791 1
340 4118 1
1575 6351 1
985 3102 1
1337 2241 1
6672 9295 1
4621 5722 1
7239 8588 1
6501 9413 1
18 1034 1
272 8306 1
1583 4899 1
3116 9263 1
5211 5938 1
1393 8939 1
1701 6840 1
3595 8709 1
6630 8480 1
7562 9214 1
2416 9037 1
8150 9384 1
3190 5398 1
714 6557 1
1975 8513 1
922 3288 1
1429 6502 1
3024 3416 1
5501 8521 1
279 4350 1
4200 6200 1
1065 9231 1
5351 5544 1
8138 8219 1
154 8785 1
6969 9235 1
1878 5547 1
2767 8863 1
4847 6950 1
5557 8803 1
784 3704 1
978 8673 1
3431 9782 1
182 8739 1
3300 3849 1
2083 8581 1
5704 8449 1
3815 7678 1
38 6516 1
3171 5132 1
3673 6282 1
3387 8140 1
4232 7966 1
5992 6637 1
9617 9657 1
2199 6662 1
5478 9799 1
1839 7847 1
7878 8830 1
109 9550 1
1496 5229 1
5358 5718 1
1110 3473 1
1965 3987 1
633 5763 1
2736 3110 1
2030 4382 1
1335 3591 1
7207 7844 1
6645 9272 1
1657 7025 1
6854 7167 1
4519 6087 1
3908 8377 1
5501 5622 1
3525 7858 1
7534 9528 1
4067 7094 1
1708 9592 1
5213 6094 1
517 6877 1
3929 7160 1
1002 2196 1
3693 6129 1
1241 8628 1
4527 8018 1
4348 8275 1
194 4911 1
4896 7326 1
3168 6658 1
2344 6211 1
2306 9891 1
1034 6056 1
5707 6787 1
5439 6972 1
2290 7853 1
2871 9296 1
2083 3588 1
7384 9560 1
2831 8177 1
4684 7793 1
1566 9485 1
465 836 1
6348 9385 1
8652 8708 1
164 7489 1
6621 8231 1
1025 3095 1
2599 8958 1
3655 5032 1
3543 8763 1
632 4332 1
865 4311 1
698 1919 1
6417 6896 1
6921 8873 1
3977 8466 1
4243 4421 1
3245 6073 1
2326 8018 1
2816 5401 1
1704 5231 1
1327 9445 1
3646 9800 1
2619 6550 1
310 8603 1
3696 9163 1
5098 5874 1
2386 6756 1
607 1427 1
985 7237 1
429 2818 1
6005 8241 1
2848 4343 1
1731 2331 1
1144 5015 1
1442 2228 1
2591 3189 1
617 5498 1
3373 4164 1
2186 2911 1
804 2880 1
8997 9069 1
5070 8902 1
5514 7630 1
3776 8718 1
467 3460 1
2053 9148 1
5169 9847 1
5692 7902 1
1082 8459 1
1133 8424 1
837 3178 1
2263 2727 1
8271 8561 1
4302 4977 1
8333 9439 1
76 6463 1
4067 9806 1
2317 9379 1
37 8952 1
7743 9381 1
4577 6121 1
4066 7891 1
1621 1947 1
3195 4400 1
516 7674 1
7035 9294 1
3993 8544 1
8574 8720 1
8094 9049 1
3078 6444 1
3281 6803 1
3864 9073 1
1967 5186 1
2953 9189 1
8237 8576 1
7814 9382 1
6749 9058 1
3433 6793 1
1055 9241 1
6795 7713 1
4177 5978 1
3836 5685 1
911 1356 1
4813 7128 1
6439 9771 1
955 9010 1
298 4539 1
5277 5542 1
4983 5095 1
6999 7893 1
3155 9673 1
2811 5699 1
2231 4858 1
1534 5684 1
2091 6541 1
2335 5181 1
3570 9134 1
1629 8173 1
2580 8395 1
3681 5932 1
1197 6449 1
610 3471 1
708 7978 1
8648 8803 1
1149 4688 1
743 4000 1
3048 8621 1
2831 3668 1
1759 7091 1
7889 9690 1
821 8794 1
4976 8596 1
1292 7625 1
1156 6798 1
1393 8431 1
1209 3426 1
2416 8529 1
3531 8216 1
2762 6722 1
2215 4109 1
1136 7085 1
4420 7560 1
2429 4038 1
1063 5294 1
8900 9404 1
6384 9444 1
270 2625 1
6295 7874 1
3630 6882 1
173 9108 1
121 8918 1
2112 9996 1
367 5941 1
2546 6666 1
1472 4536 1
627 9436 1
9278 9333 1
878 4551 1
64 1594 1
1249 2020 1
1362 8313 1
2009 5680 1
3363 7827 1
206 3929 1
7645 9656 1
5370 6375 1
2605 8185 1
4802 6857 1
1392 5711 1
1715 2200 1
1658 1666 1
457 4679 1
2678 8663 1
3158 9300 1
3784 8796 1
236 9406 1
95 1065 1
8245 9836 1
7142 9220 1
5853 5970 1
2430 7780 1
269 6321 1
747 2159 1
6884 7649 1
7281 7285 1
2453 6451 1
1362 7158 1
657 953 1
6255 6889 1
1912 7036 1
1604 2719 1
5595 7782 1
3661 5548 1
2038 6394 1
4593 5528 1
6678 7931 1
3046 7904 1
1477 2385 1
4623 7622 1
3071 9654 1
1974 5820 1
4147 4660 1
647 6250 1
1776 5835 1
7338 9108 1
1342 3099 1
3036 9818 1
154 3873 1
4839 6873 1
1074 8946 1
761 4285 1
5968 8121 1
4977 7746 1
5118 9671 1
3468 6442 1
5419 8845 1
2855 5461 1
3450 9808 1
1311 9798 1
2065 3844 1
3417 5164 1
7138 8646 1
5713 7787 1
1831 9275 1
3543 6966 1
2901 7499 1
1457 6590 1
1243 3628 1
595 6036 1
7615 9924 1
3119 9829 1
5607 6987 1
1131 3572 1
7342 8045 1
771 7201 1
7987 8749 1
3391 7484 1
877 5907 1
2231 8054 1
3714 5693 1
1738 5677 1
6032 6577 1
1343 8531 1
5025 6423 1
2609 7633 1
2246 7581 1
1964 2233 1
1489 1940 1
1891 5138 1
690 8151 1
4575 4682 1
3472 4066 1
6749 8066 1
7019 9647 1
3283 9240 1
1395 4907 1
3036 3886 1
6422 8610 1
1291 3803 1
4981 5720 1
1242 9014 1
743 8135 1
839 7843 1
1854 6360 1
3409 7285 1
1872 3933 1
6237 7517 1
2493 3085 1
4437 7727 1
4234 5678 1
7599 9525 1
1665 4394 1
6429 7687 1
1637 8762 1
467 508 1
1389 2244 1
1277 5975 1
6614 6686 1
6872 9196 1
2790 8152 1
68 8346 1
5011 5720 1
1231 2597 1
169 1982 1
102 760 1
1853 8013 1
2663 7064 1
1047 9835 1
500 7222 1
1403 2300 1
1845 3399 1
5888 6932 1
3202 9035 1
6538 7980 1
4869 5263 1
7504 7544 1
8454 8884 1
133 6647 1
169 6304 1
1738 6161 1
2371 3630 1
2159 5437 1
516 8105 1
4965 5910 1
1309 1325 1
8189 8586 1
5259 8077 1
3361 7752 1
5931 9638 1
2223 8835 1
3745 8092 1
5292 7436 1
5268 6850 1
7883 8479 1
2625 5617 1
1293 8147 1
1541 1833 1
7995 8720 1
2053 5391 1
1566 2829 1
6029 6948 1
7658 9300 1
5227 6260 1
1736 9656 1
1029 2624 1
6574 7236 1
5052 8888 1
902 3014 1
6203 8232 1
3820 6172 1
2230 2994 1
4747 5808 1
6056 6492 1
1639 6690 1
3110 5258 1
2829 9180 1
8018 9993 1
4818 5459 1
6973 7103 1
2085 5464 1
1491 6977 1
3686 9740 1
6392 9043 1
1853 7558 1
839 6233 1
5675 9402 1
5759 7595 1
5377 7493 1
969 3081 1
4071 4828 1
3080 4453 1
1941 4180 1
4014 6014 1
3998 9453 1
3523 5962 1
1701 6413 1
3676 6958 1
4357 5599 1
8417 9301 1
1848 5120 1
380 3625 1
934 993 1
4296 5885 1
6160 9043 1
909 7352 1
8161 8557 1
2149 5233 1
7715 9968 1
1691 4355 1
1340 9790 1
4745 8340 1
6577 9331 1
5247 9490 1
4519 4587 1
995 9755 1
804 6023 1
1630 1635 1
1929 6398 1
494 5797 1
7856 8860 1
6302 8345 1
3649 6424 1
3432 7887 1
1669 8918 1
1717 9898 1
7871 8387 1
2926 6214 1
7153 8336 1
4557 6949 1
83 6613 1
9355 9826 1
6724 9916 1
148 8728 1
2027 3149 1
2372 8257 1
3981 9233 1
5459 8972 1
7241 7402 1
147 2841 1
4964 8212 1
2008 8734 1
630 3749 1
6596 9357 1
7389 8993 1
477 7856 1
4048 8361 1
354 2538 1
450 9416 1
1849 2446 1
6857 8351 1
3791 7015 1
372 5561 1
1683 9324 1
988 1363 1
3018 4059 1
327 5818 1
2615 4608 1
1620 5777 1
1124 2163 1
5323 9619 1
1928 7061 1
890 1178 1
1726 5614 1
3092 8330 1
2796 9500 1
4673 5538 1
9532 9657 1
7680 9677 1
1079 5803 1
1764 5906 1
3923 4286 1
2947 9669 1
4547 4675 1
2699 3151 1
3376 9028 1
3880 6841 1
2360 9320 1
8401 8686 1
1453 3920 1
5594 8742 1
2208 7236 1
4785 6129 1
578 1441 1
824 4880 1
4927 8464 1
2007 8643 1
4281 7535 1
3782 4404 1
444 8042 1
2280 4079 1
2018 8243 1
5830 6925 1
441 7744 1
2786 2904 1
3192 8510 1
5757 5888 1
6077 9276 1
4671 4687 1
1949 3161 1
1653 4331 1
2697 7750 1
6811 7551 1
849 3782 1
3039 4481 1
1943 9008 1
6908 8615 1
597 2780 1
4719 6606 1
3874 5282 1
512 1918 1
3860 7104 1
4393 9819 1
1685 7437 1
1255 2191 1
5556 8234 1
3434 5949 1
3045 4676 1
2573 3146 1
4407 6684 1
2130 8992 1
1612 5619 1
1897 5980 1
2081 2125 1
2466 5908 1
7930 8646 1
1546 8382 1
3644 6294 1
7365 9776 1
338 3027 1
5100 9657 1
3682 4307 1
3055 7592 1
340 4793 1
995 6185 1
1614 7920 1
2794 4784 1
3554 7690 1
3773 4610 1
7838 7902 1
2721 2993 1
5212 6084 1
951 4543 1
4731 5222 1
3466 6530 1
2353 5226 1
1518 2146 1
1906 3948 1
1119 5066 1
2583 3409 1
546 4615 1
8705 8776 1
2394 3887 1
765 1535 1
6833 7420 1
3627 9457 1
5408 9005 1
2999 5724 1
1957 6515 1
677 5071 1
2932 7885 1
5582 7845 1
2063 5221 1
9167 9746 1
4833 9447 1
2928 3979 1
4767 7861 1
712 2813 1
5403 9011 1
3663 9272 1
2576 9943 1
98 8023 1
3250 5161 1
4714 5002 1
5366 9883 1
46 1417 1
4031 9698 1
589 7294 1
845 6725 1
1447 9045 1
1352 5775 1
4299 9863 1
2869 4688 1
443 1992 1
1802 2039 1
4924 9134 1
2455 9020 1
4762 8052 1
4112 4560 1
7489 8232 1
2465 5766 1
1331 5837 1
506 5165 1
3231 6208 1
3498 4108 1
743 2634 1
3053 5155 1
1351 9872 1
1969 2337 1
1344 4729 1
6533 7262 1
4330 6301 1
1078 1577 1
3423 7317 1
383 786 1
1052 4328 1
6320 9598 1
976 7716 1
2268 4821 1
4731 7584 1
4937 7652 1
766 4873 1
5306 9212 1
812 3528 1
1119 9872 1
188 6330 1
4118 4324 1
207 4128 1
984 9647 1
963 7080 1
6503 8150 1
3388 9551 1
3822 4181 1
1060 7198 1
6053 8853 1
1419 4098 1
505 6387 1
3351 4007 1
3719 8375 1
555 5750 1
209 1141 1
5493 6944 1
395 4529 1
1866 9513 1
2632 5259 1
773 4108 1
2924 6599 1
2311 2400 1
6411 6467 1
4246 8242 1
1421 9247 1
3847 5527 1
1139 6151 1
8941 9486 1
6049 9269 1
858 3657 1
175 217 1
5208 7872 1
1108 1553 1
2009 2220 1
6536 7263 1
1111 2009 1
7223 9886 1
1483 7250 1
4881 5383 1
5966 6359 1
6583 7459 1
4494 9818 1
5199 7355 1
404 2497 1
7389 9774 1
4116 8145 1
6375 8449 1
852 4350 1
518 9200 1
4812 7848 1
3053 7867 1
1501 3483 1
7202 7854 1
1579 6557 1
5056 7427 1
1604 9997 1
3903 5004 1
6759 7284 1
563 8569 1
5678 6427 1
6299 8989 1
692 4253 1
4141 7047 1
1164 6692 1
261 2754 1
9696 9903 1
4529 8849 1
7903 8840 1
45 7825 1
1220 3591 1
2467 9813 1
5416 8120 1
1264 5583 1
4280 5112 1
8834 9349 1
5482 9117 1
6745 9456 1
613 1866 1
4021 7103 1
4697 5400 1
6359 7700 1
757 7472 1
1131 8622 1
395 3858 1
6163 7007 1
5055 6047 1
7904 9600 1
2802 9695 1
8380 9529 1
1183 5779 1
5255 8552 1
4585 7037 1
3203 7006 1
8616 9247 1
2396 5974 1
1577 2673 1
3163 7607 1
2084 4167 1
3815 6072 1
205 1640 1
2643 3407 1
2605 3115 1
3202 5091 1
1954 8258 1
7226 8574 1
5264 9954 1
4371 6704 1
7511 8743 1
6370 7835 1
486 4511 1
1827 9614 1
4513 5067 1
3030 4984 1
1154 8582 1
5065 5580 1
1070 1529 1
1424 5999 1
505 7944 1
1243 7873 1
4011 7300 1
6029 8481 1
2698 3464 1
2615 9845 1
1672 7232 1
8936 9760 1
6283 7839 1
1654 9844 1
1226 2981 1
6184 9523 1
1489 5835 1
2710 5918 1
549 6903 1
4850 6530 1
5508 7439 1
9350 9750 1
3032 9352 1
1811 2853 1
181 2720 1
576 7945 1
549 1426 1
210 1960 1
1426 1699 1
2737 9434 1
3232 5441 1
2108 7920 1
1645 5944 1
2023 7058 1
3179 6746 1
5524 8322 1
