3000 17199
1370 2573 34
1299 1322 31
1010 1272 34
1127 2560 4
1359 1685 29
2068 2113 17
169 2328 20
253 765 27
79 993 22
326 1204 28
1321 2591 35
410 1781 35
2179 2647 28
2255 2357 29
958 1663 27
343 930 31
194 2667 34
1493 2264 17
662 1969 29
1600 2864 33
738 2368 40
1355 2845 23
161 2410 12
766 2926 29
998 2436 9
838 2831 35
1220 1880 5
1895 2917 31
1677 2640 39
2614 2893 20
2402 2497 5
1717 2415 40
742 2731 33
630 2022 21
1764 2713 22
1427 1470 19
1452 2597 19
2809 2837 26
1093 2712 18
1623 1977 34
396 1592 43
1542 2609 10
1219 2542 36
1356 2376 43
973 1324 24
815 2633 31
1408 2422 24
958 1910 25
1501 1911 33
2163 2275 8
906 2061 32
184 829 35
131 388 19
815 2004 8
171 2902 33
866 2371 20
880 1417 31
1167 2129 5
18 1373 20
356 2974 21
1645 1698 11
2023 2449 16
151 860 15
306 830 28
399 2429 16
173 2714 10
2224 2654 11
2302 2457 28
457 2712 30
1106 2479 3
250 290 15
1832 1903 31
979 2755 34
67 1442 28
1051 2405 16
1344 2604 40
696 2491 36
1882 2913 31
538 2530 24
727 1600 45
1 119 26
828 2495 24
1902 2835 25
1344 2900 38
2074 2243 21
1019 2672 31
691 1483 49
1484 2241 25
557 1339 19
178 2828 26
941 1343 31
2099 2233 23
301 750 23
445 2560 35
514 2382 39
1318 2489 16
2681 2908 10
479 2443 12
116 1632 33
139 1157 31
341 1186 10
833 2774 27
329 1659 33
1613 1675 21
957 1651 12
581 1535 21
1621 2007 19
607 1215 9
342 1500 25
1146 1291 25
61 349 30
1151 1419 47
1119 2109 17
1612 1696 19
690 1632 33
841 2423 25
1142 1203 32
1693 2073 14
47 2142 30
710 2011 30
576 1128 25
1634 2547 35
2561 2733 13
1411 2361 28
1422 2938 31
485 2849 25
545 1938 27
2540 2732 22
96 201 24
1244 1317 25
12 2166 34
1363 1544 43
273 780 32
1641 1961 25
1005 1323 30
697 946 21
306 1642 40
325 1919 9
1026 2297 32
214 2328 36
2513 2616 29
2883 2977 3
1045 2272 9
634 1285 11
2349 2909 22
1196 2168 31
21 2132 22
794 2852 39
735 2945 22
1440 2851 28
1409 2041 29
901 2899 21
1407 2429 26
1471 1814 20
988 2042 10
574 2978 29
959 2323 8
336 1284 34
959 1860 18
10 2857 11
2860 2963 22
176 2210 19
1395 2020 25
93 755 33
890 1103 22
2332 2594 11
1738 2541 28
1746 2879 13
1253 2273 32
384 1118 23
823 2261 23
709 1001 32
1162 1422 22
218 669 18
1006 2816 23
43 2371 23
350 2725 24
509 666 38
1713 2552 19
620 1660 34
977 1822 29
1085 2243 17
1233 2985 31
1107 2475 25
1555 1899 32
232 2435 34
2292 2759 25
1194 1200 26
78 2091 33
243 864 24
2482 2596 20
185 2132 35
693 2031 22
239 2010 22
324 966 43
43 2146 26
560 2426 8
120 1917 4
348 1312 29
865 1109 19
1370 2282 35
532 2905 15
2289 2791 33
1940 2954 10
636 1561 37
638 1849 7
6 2795 27
158 2327 21
1280 2639 32
574 842 37
665 2066 25
143 2982 10
444 2897 29
133 2797 38
505 682 31
1012 1449 26
1748 1797 19
2157 2690 4
504 879 26
157 425 28
2657 2814 28
621 1023 9
518 2656 9
1174 1208 30
310 2387 33
598 1181 20
1884 2612 35
281 2734 32
1643 1687 32
692 1465 28
1004 2264 24
399 2826 41
284 2940 17
854 1646 21
1150 2050 30
1096 1788 23
905 1153 17
28 2217 21
648 1906 36
1009 1574 37
108 541 42
1179 2858 19
30 866 7
243 1579 19
842 1996 35
1534 2414 25
274 1427 21
827 2358 31
1921 2355 40
637 1599 13
77 1712 23
646 1169 15
1533 2817 38
2073 2527 21
1576 2964 27
217 516 34
1667 2415 12
2393 2503 20
1753 2721 25
338 2933 25
109 237 42
1024 2687 13
1329 2452 29
1 726 9
396 530 32
371 1912 16
262 937 31
727 1642 27
1223 2980 16
1579 2710 27
106 293 6
2084 2942 14
2571 2909 23
281 1017 24
1604 2196 38
508 670 35
1324 2000 31
1143 2615 35
2932 2959 34
2124 2142 24
694 2361 28
316 2613 25
2776 2922 18
509 2136 33
1058 1063 24
959 2071 25
1295 1760 34
132 1827 24
460 1720 15
285 1414 15
1180 1401 30
1010 1339 35
574 1567 23
893 1587 11
1805 2378 22
276 580 11
172 1148 27
1636 2794 33
955 1843 25
1029 1283 23
973 1942 7
2073 2485 37
286 2827 6
1324 2333 32
517 2667 9
2010 2366 17
441 2513 31
1616 2669 37
917 1691 10
268 2682 25
810 1905 32
1867 2273 30
389 1786 35
162 2057 33
627 2459 28
822 1870 29
1104 2869 7
1448 2023 19
2275 2487 23
1496 1641 26
57 2042 31
1569 2541 12
1257 1299 28
431 756 21
2039 2768 28
1024 1604 35
1067 1784 20
609 1590 20
888 990 32
182 1287 8
276 1165 4
1124 1808 35
80 2639 19
430 1511 14
2099 2657 19
126 2668 38
1841 2754 30
739 863 31
1796 2862 10
1169 1495 37
241 2904 6
1719 2988 25
277 1395 25
1926 2918 16
280 911 28
1825 2275 29
197 1496 16
1040 1672 34
1003 2240 12
176 936 31
391 2460 17
1370 1818 24
144 1430 32
2318 2976 18
335 2921 16
2387 2992 16
457 847 21
1008 2202 38
1572 2039 31
1735 2718 29
1419 2408 27
1499 1532 13
707 2682 23
872 2937 51
1386 2363 12
282 2120 21
623 2429 26
361 590 35
615 2251 30
554 2868 26
921 2092 35
2465 2895 32
1662 1668 28
543 807 9
1305 1661 32
1602 2905 22
314 1958 28
558 2762 29
1716 2585 34
1723 2826 25
1505 2541 30
83 2260 21
248 434 36
576 644 31
1183 2972 34
1674 2289 33
706 786 40
1110 2006 21
268 1569 23
822 955 12
581 1848 14
2471 2517 18
1974 2483 29
327 1836 23
702 2165 17
7 577 22
928 1778 12
1642 2454 37
1686 2202 25
567 849 32
106 1318 31
1130 1963 9
178 671 30
2273 2950 11
21 834 40
853 2540 30
908 2018 27
34 892 30
372 2317 34
576 2391 15
75 2466 28
479 2412 13
1272 2539 5
73 459 32
834 1371 29
130 1802 22
316 1381 21
462 1989 18
2318 2732 21
449 1104 27
740 1204 17
600 861 28
54 2225 25
473 1409 12
385 1188 26
405 951 27
1169 1397 13
1506 1826 28
532 2174 23
1060 2937 29
1066 1841 24
436 2564 27
584 1126 30
125 178 32
714 2022 13
944 1638 18
624 1706 25
1568 2423 19
1917 2771 29
510 1118 19
559 1236 27
12 690 22
855 1026 29
277 1242 38
920 1529 25
1247 1627 14
397 411 29
1638 2627 37
1113 1261 26
532 2547 12
904 1122 42
1409 1705 27
785 903 29
491 1934 19
442 1835 24
523 1553 19
636 762 32
697 2425 16
1137 1370 12
1397 1660 37
1677 2618 14
2297 2506 33
989 2237 21
980 1390 41
12 245 22
255 699 30
1291 1968 14
162 1715 12
1249 2528 35
671 756 29
2003 2949 38
577 2329 22
980 2022 25
531 708 38
1263 1714 26
1515 2067 26
1718 1946 30
14 701 9
1593 2457 43
2446 2537 20
443 1288 37
1119 2592 30
1761 2017 28
1888 2186 31
1216 2517 18
2479 2879 29
1575 1964 22
938 1345 16
1176 2959 38
227 2192 22
2303 2335 9
650 1207 24
45 1134 25
527 1451 33
1690 2585 30
2748 2784 37
1563 2670 24
231 1182 33
743 1132 7
1701 2071 25
1030 1964 46
1718 2557 39
999 2780 40
2270 2928 45
1478 2325 24
117 2992 36
842 1360 24
713 2319 20
1020 2487 12
1219 2444 29
1648 2854 23
2012 2526 19
38 2303 19
1344 1573 37
563 2378 23
861 2633 38
1243 2191 20
2193 2228 11
2018 2888 40
1197 1528 5
1956 2683 21
210 1493 21
129 1334 24
748 1422 20
126 2794 14
514 1342 31
1123 2682 22
1842 2543 24
13 2726 11
1495 2788 27
1587 2395 24
382 667 23
1635 1852 33
253 1168 19
1744 2610 20
943 1056 29
1092 2828 7
1341 2454 27
538 2698 15
471 2520 40
1328 2073 27
264 2125 43
468 571 18
1086 2808 32
346 2809 34
1474 2244 23
1277 2807 33
520 736 18
1813 2241 28
1457 1473 25
746 748 18
1919 2889 8
170 2336 18
588 2287 29
4 2108 12
255 1673 40
1200 2784 42
246 1216 23
1229 1700 9
1460 1816 15
1709 2562 29
1935 2750 26
967 1590 26
1239 2229 31
203 2814 36
777 1949 23
1045 2697 30
1593 1762 29
414 1117 8
845 1424 19
2037 2953 35
1015 1747 18
976 1644 40
1120 2528 4
155 2996 21
923 2433 14
866 2337 11
518 2026 31
2322 2569 14
1085 2651 14
489 812 34
387 1374 31
479 586 24
2340 2473 23
2088 2139 36
30 703 17
141 1937 25
480 938 35
773 2312 26
1295 2810 24
431 2919 26
857 883 33
1729 2394 22
613 2401 46
762 2743 33
1015 1318 26
1436 1776 14
650 1734 25
37 2160 43
206 2455 13
2226 2364 19
286 2483 22
494 2590 23
1331 2962 18
564 2782 42
191 2780 33
873 1673 17
2177 2190 22
7 2017 16
1316 2905 30
394 1676 11
2172 2281 7
393 2799 23
362 1614 23
1198 2191 42
382 1141 13
1816 2066 11
1332 2237 25
1591 2866 37
1057 2681 23
1298 1698 27
1805 2775 19
959 2851 19
394 2217 42
1566 2679 13
936 1115 23
1055 1628 25
581 1999 23
1368 2322 29
925 2548 5
26 2911 31
372 2415 32
811 1599 20
750 1141 24
1412 1834 26
800 1551 29
609 1398 26
1483 1520 25
215 1341 19
808 1116 27
195 1893 6
602 1779 18
1366 2043 27
179 1140 25
1430 1595 17
677 1511 13
2382 2526 17
1492 1509 34
905 2221 23
2334 2507 12
789 1385 39
1063 2990 16
569 1912 9
1893 2825 15
1775 2018 28
415 2539 10
490 1495 13
1566 2549 24
1859 2044 19
2229 2974 13
371 916 38
524 1242 22
1582 2575 29
806 2924 30
1409 2225 14
716 2790 19
1376 2725 28
2315 2434 31
193 2826 11
23 2293 21
589 2498 26
1068 2747 24
1957 2851 9
264 840 28
2068 2484 29
1106 1456 28
354 1013 35
482 2915 34
42 614 33
150 2337 29
212 2307 9
1019 2410 33
1229 1852 25
1335 2503 37
420 1802 39
896 2116 20
168 1577 21
426 1323 26
1141 2448 32
761 2909 24
489 2931 24
1208 1559 31
1361 1704 27
1624 2869 41
81 2497 32
1731 2012 31
1021 2222 10
1565 2617 26
1618 2626 32
2451 2544 33
1018 2332 25
1452 2790 25
368 2406 28
1760 2602 33
88 1747 31
1804 2731 22
421 2023 11
377 497 29
395 2959 26
412 413 15
863 1865 21
1528 2142 25
446 1174 32
413 573 28
317 1167 36
627 2015 38
2573 2902 34
905 2677 23
1311 2642 38
1263 2261 8
130 420 46
1080 2302 39
2669 2695 7
421 1000 34
930 1637 11
2103 2183 30
1086 1261 30
1799 2594 35
914 2783 28
610 2798 33
440 2634 27
418 1441 18
139 1046 30
956 1418 24
1037 1659 23
584 1790 21
302 2079 31
1901 2570 27
58 1184 27
336 1460 33
1086 2709 11
1508 2546 29
672 1551 22
2482 2515 20
946 2602 33
162 376 29
256 662 42
139 1501 21
524 2308 35
1527 2228 17
200 2634 25
459 2631 26
1077 2433 5
1864 2651 15
410 2141 22
500 1676 38
183 1687 30
1974 2827 28
71 701 6
314 2457 22
2236 2295 30
2390 2604 7
291 1085 17
23 879 27
51 392 17
401 1881 24
838 992 35
589 1004 9
1888 2420 24
68 2777 29
1453 1583 28
2003 2553 12
1617 2909 22
319 2534 35
2357 2714 17
273 2152 33
1163 2473 20
166 1988 22
1255 2975 17
1814 2945 11
999 2066 12
760 1852 14
337 1662 26
158 2921 8
418 544 8
653 1150 37
341 1556 29
546 830 38
1206 2099 14
1321 2655 37
940 2455 30
1260 2780 9
1794 2307 23
862 1175 34
2165 2530 7
1119 2214 31
495 1755 26
1346 2719 25
1435 1500 6
1066 1792 28
361 1986 28
2219 2687 21
175 2828 22
578 1186 19
1595 1851 29
442 1707 28
720 1130 31
35 485 33
149 2561 8
383 740 31
807 2086 34
1381 2020 28
163 2480 31
2162 2253 27
2393 2850 9
2150 2167 36
2591 2625 25
2414 2809 33
1450 1651 36
2219 2721 19
28 1879 28
247 797 34
322 350 27
844 1511 16
1048 1533 36
223 1947 33
159 273 10
565 2989 37
2675 2876 10
1538 1865 19
2481 2604 7
147 1884 31
1512 2938 39
1280 2442 28
1769 2936 12
507 2279 27
81 2200 13
1138 2382 33
119 2824 23
292 1814 25
1603 2171 30
1008 2538 27
1567 1996 25
2304 2521 28
19 1381 7
1750 2854 26
913 1701 22
1288 2735 34
1393 2107 28
1060 1608 26
39 198 38
548 2616 21
1420 1523 24
217 1275 24
254 1419 23
771 2774 34
1109 1643 36
2384 2680 25
9 2555 27
972 2938 28
1711 1946 28
953 1002 16
971 2800 33
1217 1780 29
1781 2401 36
2371 2736 6
25 115 28
2188 2472 13
427 689 15
1499 2900 41
1675 1764 20
714 1211 22
19 2065 6
333 2560 29
366 1022 23
651 1621 28
1583 1738 39
1264 2896 23
198 1640 44
1654 1804 30
1648 2900 35
1656 2522 42
2279 2399 25
222 1421 29
229 1225 19
1059 1859 25
879 1948 44
1295 2653 24
33 2916 32
1338 2150 16
1461 2865 22
2720 2893 17
334 1212 20
326 597 23
766 1334 16
1266 1860 20
1453 1811 39
1775 1801 28
361 2928 42
397 2859 33
1605 2301 2
2263 2322 34
836 1385 21
1951 2577 31
1695 2097 22
1569 2682 17
789 1550 40
484 1389 24
1238 2758 15
1043 2232 11
1076 1463 38
1426 1590 23
184 725 35
329 2915 33
793 2789 20
874 2774 6
2023 2926 25
613 2038 25
460 1810 31
171 2025 46
1095 1482 21
1897 2134 29
276 2451 33
1040 2082 42
2081 2913 27
55 1501 31
453 2607 36
737 1532 13
1554 2879 30
35 2849 12
981 1249 18
827 1563 17
175 1779 18
909 2200 20
721 1318 17
2257 2305 24
1226 2584 32
1864 2243 20
1424 2439 34
337 1122 20
715 2010 19
937 1233 16
472 984 34
151 492 26
1014 1928 26
1100 2472 35
507 1582 24
547 802 32
1732 2611 25
913 2323 31
1837 2239 32
1418 2309 26
2321 2467 23
378 2041 23
320 2888 41
1498 2979 27
69 692 29
200 1123 30
1735 2635 33
511 1319 25
357 699 39
1001 1036 32
1061 1516 22
309 1140 19
667 2499 30
1942 2939 29
332 656 23
1001 1853 25
2169 2189 33
842 921 17
848 2046 24
2411 2871 16
1323 2583 26
2087 2236 23
64 2392 30
866 2767 26
1799 2418 9
616 1687 18
331 2243 27
626 2596 21
1817 2269 31
155 304 37
1568 1803 34
1011 1899 40
1233 1981 27
747 2829 30
45 527 33
196 237 9
1914 1994 23
1392 2468 35
1807 2787 10
581 2278 14
747 1315 45
1104 2556 33
1541 2612 37
114 519 20
1123 1303 36
2468 2641 31
465 602 16
1813 2903 39
621 2219 22
424 2680 21
181 2012 29
1095 1881 22
278 291 18
596 2946 11
113 591 20
1408 2578 31
1533 2432 29
1132 2268 31
854 1387 13
76 168 24
1909 2656 31
730 1977 16
1785 2045 21
2390 2821 22
2621 2957 30
355 634 16
475 2405 7
606 956 23
169 448 37
287 463 24
1608 2061 17
170 941 24
400 979 18
415 1339 37
937 2654 28
1730 2142 33
898 1549 11
1940 2503 10
1929 2476 37
4 1488 14
734 2388 29
1190 1929 22
2086 2470 34
16 1468 23
1121 1314 29
1629 2830 31
49 974 26
241 1967 30
741 1990 33
649 1823 26
2503 2850 19
66 2740 23
675 1126 27
410 1049 37
2001 2489 27
2047 2544 35
1038 2055 35
1537 1760 14
572 2404 28
510 1627 19
2583 2599 31
1159 2876 29
406 1537 35
2194 2301 14
406 1671 35
206 767 26
911 2123 25
335 740 10
550 888 39
1458 1734 18
1158 1373 30
2139 2205 39
1565 2151 11
526 2037 11
668 1921 9
1348 1855 30
30 2736 21
653 2715 15
1178 1672 11
245 2166 36
449 1624 14
1648 2127 33
2381 2446 20
944 2739 14
1861 1899 16
1715 2633 39
2003 2858 6
150 807 36
1100 2945 42
2540 2976 21
2555 2732 17
450 1059 37
711 1808 44
898 1195 21
1657 2080 32
993 1302 36
144 980 29
1257 2114 43
1394 2613 26
626 1197 12
958 1076 16
592 2948 21
1197 1813 18
1371 2854 35
825 1592 26
1669 2303 28
1627 2343 13
204 1759 36
2261 2294 7
1899 1922 38
20 1896 10
39 3000 30
1868 2689 43
434 1400 34
179 769 4
648 2089 29
317 1240 6
490 1290 25
339 418 21
48 359 32
458 2402 15
2158 2278 33
588 626 13
419 2615 33
1798 2918 28
353 2314 23
2048 2298 23
1479 2453 36
910 2230 16
1538 1680 28
448 629 24
342 2561 30
1028 1163 35
1660 2163 31
333 2863 28
2025 2979 38
549 1529 24
109 992 32
1369 2676 32
1065 1572 32
1583 2842 23
946 1760 27
1137 1818 15
1266 1893 10
1425 1487 30
1846 2845 9
1984 2081 30
732 1350 22
485 1791 29
186 1097 41
288 554 20
597 1867 4
1182 1786 30
445 2173 35
928 2247 50
457 1914 28
2522 2613 29
704 1533 35
959 1598 37
2861 2984 16
895 2186 27
850 2937 26
302 1389 15
687 2218 17
1692 2692 20
961 1702 7
1206 1670 26
452 1981 2
383 1733 25
1656 2703 24
401 2035 20
13 2599 29
439 744 24
26 2979 33
1711 2173 18
200 268 26
213 1367 33
1612 2905 16
454 2597 33
1072 1776 33
362 2727 40
1449 2024 32
384 1704 28
119 607 13
2350 2489 14
644 2609 29
1283 1971 27
878 1586 32
1423 2178 11
746 1729 13
1452 2296 18
659 2086 28
72 1617 32
1432 2584 19
1491 2995 27
443 2884 25
670 1297 27
538 1047 40
2140 2403 17
734 828 38
793 850 5
324 576 25
1606 2278 17
1961 2164 22
154 2176 28
1145 1275 28
368 2737 23
2233 2365 30
1077 2950 29
176 1022 34
516 1763 16
159 338 35
2144 2506 19
1163 1456 23
1141 2296 31
117 1300 36
1474 2574 34
797 1796 26
788 1198 33
542 2157 27
2188 2686 10
1108 1133 31
2258 2262 26
2687 2918 12
112 1132 26
100 867 33
179 867 13
259 353 25
1234 2262 26
1271 2367 22
49 1385 13
1809 2781 29
301 667 16
954 2223 26
1205 2299 41
2068 2196 32
784 2099 32
1805 2729 26
1519 1596 26
374 2161 10
1225 2198 20
1173 2513 18
1621 2489 13
2221 2458 24
170 1343 19
1433 2625 30
351 1832 38
1544 1833 29
2637 2933 11
1448 2876 5
227 732 18
1505 1569 35
933 1774 30
998 1223 33
1268 2345 13
376 1715 38
1202 2181 34
479 992 30
2076 2858 26
1116 2546 21
598 2374 36
1310 1423 27
2502 2924 37
1877 2106 38
682 2400 27
157 953 4
1945 2359 12
197 2512 23
1959 2782 26
1891 2277 16
858 1105 17
270 283 14
706 2551 14
906 2641 35
127 2869 21
1630 2825 19
182 1033 23
846 1733 12
886 2851 29
527 1134 20
1515 1720 26
2431 2737 25
1543 2479 5
1593 2688 20
96 2158 31
529 847 18
1548 2815 13
196 2139 23
1099 1942 28
198 741 39
801 1384 12
244 1307 34
2152 2300 40
47 1117 11
2413 2588 16
716 1452 9
1528 2179 30
2487 2492 31
196 1704 31
108 979 17
50 2094 15
682 2643 27
409 591 35
703 866 17
28 739 31
1367 2168 44
51 2102 24
773 777 23
2173 2769 28
985 2587 21
376 2004 9
596 1241 28
1637 2926 13
314 2302 29
1862 2585 43
415 1010 38
315 2409 35
2762 2767 22
421 1448 24
32 935 32
1842 2219 8
1856 2918 25
2260 2869 20
1067 2424 32
120 2771 28
1123 1738 32
613 1458 2
1431 2887 32
2127 2162 29
1690 2488 33
736 1653 9
1051 1588 16
1470 1754 33
1374 2775 21
1468 1934 7
620 1641 25
299 2842 35
387 2559 30
1152 2785 37
575 1653 31
1451 2309 29
1664 2358 24
208 469 14
1604 2113 18
483 2955 30
654 1575 4
966 2886 33
1054 2851 6
2554 2690 21
2406 2707 21
911 1593 36
2281 2616 23
2243 2984 7
645 2853 25
536 2576 14
724 786 32
1650 1954 46
212 2290 33
107 2199 36
314 2688 41
2020 2065 24
191 2353 27
1976 2390 26
1443 2703 27
1249 2791 34
1386 1572 37
1920 2252 30
1268 2119 19
748 1024 31
2058 2506 34
1197 1880 19
685 1854 23
1417 2412 2
1639 1984 29
2453 2537 19
697 1614 29
329 2775 29
957 2847 31
1818 2528 16
1454 2438 32
1912 2436 33
1930 2618 13
1988 2347 24
100 2534 33
952 1678 35
486 1513 16
2149 2453 18
778 2790 13
2532 2840 30
216 1991 28
167 2329 34
561 1768 15
1504 2591 28
1555 1861 23
2735 2884 44
1182 1765 26
403 799 32
1020 1397 38
117 2895 52
757 2348 20
35 698 35
16 1438 40
1215 2860 13
1161 2517 13
1806 2975 34
649 1027 15
1407 2493 41
99 170 32
330 2522 31
229 1420 18
1125 1661 24
2016 2294 17
138 1270 32
239 2549 24
660 1854 33
934 1124 38
590 920 27
1979 2041 31
284 2715 24
152 852 23
285 1576 41
125 2859 4
141 1141 27
181 1139 13
473 1979 9
314 1762 10
960 1761 36
155 275 9
152 548 26
859 2440 29
215 2454 34
2339 2514 27
2412 2798 10
2126 2685 35
1154 2568 22
1619 2380 34
673 2562 24
1457 2091 23
353 393 11
286 2462 20
2615 2724 25
1293 1414 10
1530 2178 30
455 909 11
1739 2839 9
1920 2068 47
437 2136 23
1243 2838 22
1528 2999 37
1915 2121 36
1009 1354 14
1546 2044 19
623 1407 23
556 2860 29
1303 1583 35
1078 2725 27
157 1042 34
80 966 32
133 889 35
987 1513 38
1224 1291 7
1294 2182 27
898 1032 44
266 1455 23
126 389 12
632 2691 27
696 807 9
1067 1955 14
601 967 15
1416 2440 29
708 2469 18
224 897 22
362 1327 23
887 2423 29
1709 2872 32
1156 1189 34
95 538 39
1049 2401 36
274 1486 29
668 2823 19
1312 2599 32
544 570 20
896 2829 37
286 2191 28
707 1268 31
54 2105 2
818 1978 39
92 2512 14
758 1039 23
1045 2987 24
1766 1901 15
860 1495 9
2781 2834 25
930 2227 29
221 718 32
1442 1454 18
581 1511 33
976 2375 36
1497 2217 26
20 2325 29
143 423 23
336 2511 32
151 1633 24
849 1499 29
1291 2021 27
1001 2191 9
490 2492 31
586 2412 15
217 1739 35
918 2418 23
809 2873 29
362 1376 36
2097 2439 38
2493 2555 30
1541 2221 20
353 544 18
1678 2078 11
1008 2165 39
781 2040 37
482 2559 42
828 1615 34
492 1489 24
2415 2818 19
413 902 18
1055 1629 24
1318 2350 24
1460 2234 22
541 2181 38
357 1064 18
788 1853 32
1487 2688 10
765 2757 32
113 659 22
1652 2043 10
5 620 12
643 2816 26
413 2912 32
990 1673 18
598 2924 6
525 2740 29
1975 2452 37
1784 2548 21
605 1291 29
94 894 40
365 1101 11
401 630 22
694 1742 13
160 1657 24
523 1105 22
1191 1218 27
191 1486 13
557 1246 35
40 171 21
300 1359 21
774 1283 21
913 2851 14
1597 2600 11
214 2315 35
342 1440 33
1003 1143 9
2035 2645 31
2313 2644 25
262 2349 25
1298 2035 25
334 1915 20
465 2828 24
1808 2571 31
1180 1407 40
2057 2633 6
894 1920 2
478 992 37
2173 2557 42
226 571 20
1430 1645 29
36 38 29
366 1879 22
808 997 1
1978 2709 21
2202 2986 35
1668 1800 9
2385 2564 16
56 593 23
1346 2386 31
21 1648 32
1693 2024 36
1459 2690 18
1732 2770 33
1771 1992 33
958 2648 39
175 1933 32
2067 2439 39
703 2931 22
2555 2976 16
23 2982 20
391 2478 24
999 1460 17
392 1072 13
580 2059 32
536 2168 32
453 2955 37
605 1964 27
614 2360 34
710 1633 35
1172 1476 5
1430 1851 26
1482 1839 29
1054 1701 30
197 2087 33
848 1851 29
2532 2545 33
1405 2861 14
2107 2437 29
98 2990 11
201 351 27
31 2690 23
2822 2984 21
957 1884 26
1938 2691 35
2240 2615 22
623 2708 37
108 164 17
1589 2121 36
973 2813 27
1004 1522 22
667 716 20
1240 2129 34
360 1795 15
225 2976 14
358 2479 17
2507 2649 16
481 1697 5
261 492 10
1049 1102 42
474 1339 22
1726 1931 32
159 1509 31
288 1670 29
2188 2945 35
86 1887 23
270 2682 29
589 2476 27
536 2753 25
1009 2220 29
1178 1386 23
472 1086 9
179 309 8
1745 1891 28
824 1806 37
1434 2466 27
1700 2002 13
1363 2495 44
927 1899 26
1280 2717 11
289 1382 37
1427 2184 39
822 1843 23
155 1907 28
724 2551 41
9 2493 11
966 2518 42
200 1738 38
1823 2810 22
890 1445 23
528 953 20
577 2803 30
843 2821 19
820 2531 39
770 1537 20
1858 2803 19
2193 2536 10
1057 1846 18
102 1846 35
1418 2166 32
2236 2341 31
1036 1749 23
2535 2949 16
999 1235 33
253 1138 23
441 1824 27
339 1105 14
817 1497 30
710 1871 41
1490 1952 30
1011 1576 21
702 2870 28
705 1544 38
1209 1618 28
1996 2715 30
54 2495 24
1 2392 30
231 1931 17
1575 2297 27
784 1248 17
1071 1340 17
343 1835 9
2527 2861 34
220 743 16
600 2004 36
546 1642 23
1084 2053 25
1206 1362 20
1292 1981 24
1295 2727 17
174 1200 32
1182 2128 25
1814 2658 24
1960 2273 31
923 2327 23
520 2274 41
2365 2836 32
2827 2838 32
684 2588 25
340 2283 30
667 2296 25
625 1500 4
942 2743 6
2335 2579 14
1019 1400 27
858 2793 10
2235 2597 26
