3000 17101
1921 2460 16
537 1722 38
16 632 17
1946 2266 25
930 2755 7
1120 2314 21
1639 1974 34
1247 2542 29
1625 1846 18
959 1833 36
307 1499 35
430 2945 31
1121 2118 26
1168 1399 34
1451 2877 14
19 2082 12
1356 2600 19
345 661 21
128 1358 30
436 857 36
1392 2509 22
2077 2492 38
762 2826 44
190 2413 20
715 2142 26
406 659 32
1633 2037 13
2008 2694 38
310 1614 19
531 1445 10
135 381 30
1456 2635 18
307 2267 28
1456 2561 32
710 1336 25
578 2444 39
2092 2425 24
714 2296 8
233 544 42
2014 2366 26
1282 2565 26
458 2674 30
896 2383 14
1001 1152 31
1359 2913 22
34 2559 6
390 974 13
1549 2302 26
755 2414 26
137 2976 31
1469 2707 27
1724 1779 2
1203 1372 11
1390 2999 13
570 2159 38
574 2606 25
996 2002 4
23 512 15
359 2578 24
1237 1254 29
608 1229 21
823 2586 11
609 2098 6
1467 1930 14
1901 2252 28
1230 2572 29
1959 2706 29
128 1760 23
2525 2794 42
451 1464 32
1802 1960 30
695 2427 26
465 2516 25
1531 2059 15
75 2350 16
117 2406 35
1565 2952 16
844 2343 22
202 476 13
410 1341 20
656 932 28
1298 1329 35
2193 2580 34
1831 1937 34
336 738 35
144 2260 32
720 971 12
1410 1974 25
373 389 33
906 2631 25
139 2251 11
1952 1954 11
2427 2754 22
1610 2619 39
2346 2672 16
1197 2237 36
420 1545 9
1005 1624 24
676 994 32
358 2507 9
941 1909 13
1669 1804 34
2521 2913 35
1367 2294 33
84 616 21
1407 2172 22
162 2902 31
152 2172 30
385 429 29
978 2513 20
255 813 29
570 863 23
1216 1534 34
1682 2621 12
626 1792 33
520 1563 41
1422 1806 28
423 1308 36
1538 2701 36
2492 2595 31
228 2028 21
1164 2458 32
523 988 36
484 2762 31
579 607 33
28 2104 12
654 1924 35
2204 2696 28
621 2999 14
687 2946 32
909 2847 31
174 1154 18
253 2663 33
430 1417 29
862 2640 6
1814 2832 13
564 2063 34
694 2100 27
1128 2799 28
2192 2504 25
1354 1818 38
1008 1414 9
447 2222 25
1118 1235 30
542 1228 22
2102 2803 13
43 2112 30
1023 1045 10
2123 2264 26
68 2956 31
2439 2727 41
559 1636 29
56 81 33
1611 2312 10
1252 1607 41
488 2859 26
119 2943 25
1297 2456 34
102 1004 36
597 798 15
753 2932 7
1328 1942 30
489 1194 20
1308 1661 16
1070 2502 31
2137 2276 15
1706 2626 45
1082 2202 23
2008 2052 21
2664 2759 23
2392 2541 11
175 2356 27
247 1322 27
1064 1359 31
1741 2625 59
1301 2257 31
1747 2523 33
779 914 28
1573 2896 36
1233 2954 23
35 2401 35
777 1142 36
2053 2221 26
2133 2461 12
888 2048 43
1457 1555 28
2486 2619 31
130 2678 3
1866 1985 23
572 2797 25
226 781 28
855 2145 24
2477 2602 20
472 2254 37
2405 2958 18
822 2757 13
2405 2495 28
799 1964 31
2768 2962 5
341 2359 16
47 2661 34
2283 2471 24
1826 2853 9
722 2671 28
415 517 8
1546 1904 24
1433 2298 22
9 2611 30
1441 2033 30
1993 2941 32
432 490 30
353 2281 20
1056 1606 39
167 1884 32
2681 2795 43
333 2058 34
1740 1910 29
674 1350 19
86 2421 34
728 2384 17
231 2730 20
684 2016 35
385 1557 31
1255 2469 20
1213 1978 16
1412 1529 21
1181 2129 24
894 1995 27
953 2499 34
830 1362 39
2566 2968 21
1862 1923 32
2072 2399 15
1422 2675 35
1052 1709 31
1433 1848 28
688 1178 45
910 1943 25
1024 1489 37
1761 2988 17
219 339 27
1918 2547 18
1376 2006 33
104 1774 24
357 1787 48
414 506 30
846 2507 22
806 1751 30
423 673 22
1635 2104 29
885 1594 26
1546 2021 33
867 2344 26
1903 2810 39
2277 2759 10
744 1464 33
1904 2339 13
1956 2863 33
348 628 4
28 2905 6
814 2810 20
896 1591 12
2110 2306 10
71 232 25
667 2024 17
674 2620 7
1665 2002 6
1716 2213 30
529 1310 28
665 970 19
2254 2624 32
616 1794 10
1836 2272 12
2163 2854 38
929 1495 24
1687 2591 22
284 1724 10
800 1887 33
1622 2369 32
1217 2099 24
1269 1944 15
1730 2469 52
874 2709 25
688 2793 31
832 1294 26
416 2374 29
165 1279 35
1160 1543 36
1934 2105 36
511 1197 22
8 2354 23
2356 2874 34
214 1810 33
1417 2323 38
1895 2896 42
2412 2668 32
279 2973 25
508 2916 11
2257 2407 35
1305 2471 11
1418 1700 26
2182 2531 32
1129 2067 27
2329 2812 11
812 2996 14
1030 2060 13
2464 2831 9
436 2292 25
476 1913 24
317 1100 24
2372 2722 30
2104 2590 26
827 1118 17
894 2813 12
193 2600 19
1666 1943 18
343 502 4
1958 2582 24
1965 2443 23
1626 1675 29
619 2225 28
1524 2617 18
2865 2985 22
1210 2959 27
2462 2993 50
535 1213 29
1094 1478 39
1192 2292 32
555 2546 38
2553 2637 22
388 2901 26
117 2598 31
176 1445 31
666 2921 19
1389 1949 25
1447 2557 28
581 1874 32
379 1871 23
1358 1363 30
1130 1591 18
1471 2404 14
727 1340 40
711 2862 18
566 1436 6
664 2942 23
2060 2285 42
160 927 38
1114 1217 33
171 1018 26
772 1844 35
95 1020 36
49 1252 21
1390 2195 27
1281 1884 22
1159 2360 15
1750 2614 16
1896 2408 25
1881 2752 35
632 1075 18
1607 2119 12
2018 2643 20
1179 1337 35
568 1741 26
26 1754 14
198 789 25
115 1789 26
444 2599 29
894 1277 15
1481 2847 29
480 1638 32
678 2151 34
2541 2680 41
282 2496 27
934 2654 31
284 2346 19
1893 1967 35
105 217 25
2515 2753 27
470 2104 20
325 1768 18
547 1972 18
1212 2115 22
46 1810 31
1144 2736 30
1602 2205 40
1418 2444 25
657 1766 23
2175 2415 25
900 2310 16
636 1526 16
117 2916 30
1109 1258 25
936 1066 40
2481 2785 3
277 2959 24
1392 2676 41
195 890 25
1612 1891 35
231 1613 16
651 2236 10
1839 2114 20
1605 2760 30
2746 2982 31
1860 2617 27
469 2469 43
136 2533 37
1609 2232 44
1033 1768 33
1213 1282 5
1806 2031 40
59 2457 35
580 1922 38
2312 2739 17
1755 2460 22
1920 2493 24
1154 1571 17
686 865 3
1009 2634 17
1757 2528 12
1779 2009 28
561 2906 32
1717 2481 22
256 2549 17
810 2376 8
2033 2672 16
166 701 27
823 2096 26
947 1215 39
905 2754 28
979 1798 26
1403 2547 39
1570 1816 16
638 865 15
952 2972 6
1206 1530 33
155 2560 32
1948 2238 31
489 1694 24
467 2084 36
757 2247 21
64 2745 36
324 2120 21
705 2696 19
1917 2351 37
915 1479 22
163 1251 4
110 2147 17
773 1378 26
718 2482 38
1232 1863 34
902 1673 24
157 1471 22
1188 2730 33
1843 2662 8
99 445 24
162 1833 19
516 1669 18
66 2136 43
858 1067 46
761 1029 39
1388 1978 24
483 784 26
625 2803 33
551 2441 19
659 1010 27
1884 2831 28
2232 2750 40
1706 2361 44
682 695 14
55 502 19
299 750 31
401 1723 41
2227 2323 31
679 729 45
667 1479 30
118 1954 22
1177 1316 35
981 2490 31
893 2269 8
2086 2397 40
390 834 9
91 596 35
566 1180 25
2005 2652 29
2057 2900 27
2639 2722 11
1090 1354 41
1048 1611 24
1622 1980 33
437 2807 15
2299 2305 32
516 1000 17
704 2739 25
899 2801 12
782 2949 13
530 1474 33
54 2791 33
188 1484 6
386 824 7
1205 2339 16
1140 1339 18
2036 2116 41
2389 2454 28
1463 1640 17
293 1466 16
598 1611 24
2778 2861 38
448 1513 20
39 1438 17
1677 1869 8
239 2958 29
1794 2665 41
1337 1468 6
550 1532 36
1054 2942 28
1885 2309 13
706 1166 19
992 2901 30
182 2508 27
71 440 29
1043 2214 12
2176 2512 14
317 2968 27
94 969 25
293 1755 11
856 1340 18
658 2126 12
1647 1951 31
1938 2394 14
1970 1998 33
763 1076 17
163 1440 10
972 2977 24
1676 2440 38
2048 2765 37
360 1622 30
2145 2859 26
1958 2710 22
1044 2620 30
14 2974 37
528 1743 25
457 2034 42
562 2903 17
756 1278 37
1087 1471 28
1425 2695 42
2457 2774 32
2469 2602 24
225 980 26
1240 1285 29
895 2996 30
637 1559 24
1401 2272 38
778 2662 28
927 2605 40
363 2581 23
236 1579 19
1885 2399 27
1720 2585 19
131 790 30
1245 1944 20
441 2138 39
506 2003 44
123 2548 12
508 1081 26
1398 1436 7
214 2535 34
796 2345 12
1059 2428 21
733 2767 37
1459 1830 18
212 1808 21
592 2186 10
745 2419 32
659 2606 13
25 535 22
222 1791 44
1459 1788 21
1509 2460 26
616 2478 37
2003 2705 32
1112 1332 37
318 833 25
837 1742 41
89 2741 23
1897 2650 14
2202 2456 31
1282 1553 25
1478 2153 39
1746 1822 16
2213 2901 22
2760 2968 29
21 662 14
1032 1101 19
185 2536 12
417 515 17
859 1632 19
686 1220 31
1184 2195 16
466 1847 7
933 1732 33
857 2292 37
282 1453 29
443 743 39
1475 1851 29
346 2044 20
1125 1688 34
1181 2639 32
1301 1652 35
700 2678 36
1364 2798 32
1532 2317 16
637 2315 20
1828 2687 31
2297 2307 12
102 998 32
477 2663 28
912 1626 19
921 2740 20
2770 2972 47
1589 2770 27
2545 2893 24
1634 2635 31
1440 2347 28
249 1942 32
185 2288 31
1383 2197 41
101 2930 34
2415 2612 17
239 902 16
1465 2932 34
343 2197 38
2371 2603 29
254 2977 14
726 1306 26
1213 2435 26
793 1944 9
973 1418 26
131 1574 17
181 2769 26
961 2273 27
670 2885 14
213 2574 35
193 394 23
444 2373 37
523 1421 28
41 1679 22
661 998 26
998 2461 32
1641 2526 30
687 2476 28
808 2043 28
1787 2518 24
1927 2262 18
2337 2894 23
578 1680 8
2599 2964 32
344 1306 12
2037 2235 25
1396 2942 35
493 767 21
1628 1959 32
2065 2391 27
309 990 35
704 1145 19
705 1281 28
749 1170 12
756 2968 35
217 2713 27
116 1520 38
790 2147 20
300 771 38
393 1612 20
1135 2607 18
167 2637 16
1569 2447 29
1655 2211 7
427 2708 27
864 1181 10
1641 2253 29
921 1235 16
1032 1644 28
4 757 35
116 1908 39
888 2645 22
335 2698 27
405 2797 47
649 2238 30
500 2011 30
331 2589 35
852 2051 33
662 1055 15
1966 1990 45
827 2423 30
387 625 11
610 1027 20
416 897 20
17 1711 18
563 2160 29
632 2271 31
766 1527 37
917 2599 42
597 2800 22
899 1906 20
1388 2290 45
1904 2346 29
273 2292 15
474 2263 22
547 1844 22
869 1834 11
347 2833 31
734 1377 53
331 698 19
567 2424 16
2308 2336 20
1498 2358 30
255 745 31
1136 1664 10
272 1767 25
701 2461 37
1643 2608 2
2717 2927 24
565 1580 13
413 1234 31
2111 2649 40
815 2810 20
201 832 29
1319 1362 29
74 2788 14
1623 2364 18
1332 1902 22
1640 2017 31
1850 1917 23
407 1346 14
1359 2079 29
500 692 31
623 970 36
118 1952 31
1461 1660 17
1762 2568 26
1299 1795 31
102 1882 24
258 706 40
2400 2621 9
1579 1805 33
191 2928 12
543 544 45
765 1089 22
1874 2653 6
2519 2851 32
2088 2461 23
545 2131 11
188 244 29
117 1113 23
717 2244 25
895 2075 22
1365 2491 29
1845 2630 7
1611 2087 28
1513 2291 18
1134 2768 22
1883 2362 22
1238 2021 34
1738 2547 38
1618 2162 23
648 2399 30
163 670 26
649 1536 13
698 2589 32
1567 2866 31
1160 1247 27
923 2165 27
487 950 31
1858 1971 26
2275 2860 30
716 1340 36
830 2172 31
780 1586 29
231 1815 29
1266 1312 32
2717 2737 34
1907 2564 34
1222 1959 28
2534 2891 29
344 2441 30
741 2218 35
2425 2912 39
5 602 9
1395 1529 23
902 2910 11
386 1301 27
1415 2480 17
1571 2567 26
578 2032 31
882 2054 25
549 841 41
670 960 29
774 1307 15
2091 2567 19
1360 2763 38
2506 2586 25
182 2612 31
717 959 24
251 2332 24
477 1326 41
487 1771 8
2684 2737 31
1654 1875 33
1678 1683 34
657 966 10
406 1406 23
1246 2471 30
41 507 18
2382 2744 4
44 898 12
1158 1530 7
1763 2246 25
670 2347 30
502 2801 30
695 2453 15
477 2471 21
1419 2362 23
247 2411 39
11 1628 30
663 2881 35
556 1280 26
579 617 28
1424 1705 41
326 1737 11
513 2767 23
360 2159 37
1910 2012 26
2027 2636 16
1378 2451 18
256 426 18
387 2257 17
502 2197 37
1391 2595 11
808 1319 39
1695 2860 23
1147 1559 31
406 996 17
109 435 20
740 2773 10
172 984 27
1907 1950 9
2293 2949 14
63 1726 26
661 883 37
1358 2268 17
208 1194 26
554 1276 4
273 889 21
944 1151 29
1679 3000 30
1163 1886 25
544 665 41
250 2427 21
110 783 33
128 2130 27
454 1945 13
1541 2742 28
293 2222 16
112 1316 36
1195 1801 23
1826 2837 5
784 2358 31
560 1235 22
222 2781 33
1486 2381 11
365 1291 27
769 2874 29
616 1131 31
29 736 21
1102 1815 3
180 1967 19
1078 1285 17
2084 2732 32
588 1291 29
2231 2282 21
537 2134 35
1029 1286 28
2152 2515 20
2053 2147 27
302 2662 22
1872 1984 23
2347 2578 34
1385 2414 14
916 1532 36
663 1779 7
1407 1432 40
768 1875 32
460 2417 27
757 887 21
1334 2164 35
692 1156 16
2050 2387 21
1260 1802 21
1873 2229 6
944 1173 30
2005 2399 27
2151 2155 10
1447 2941 33
1677 2253 28
126 1316 24
292 1091 21
320 2986 39
511 1721 20
549 2707 36
1110 1976 11
650 911 17
1016 1870 9
782 1263 15
1111 2614 26
553 2633 28
55 2743 16
197 2004 35
223 2751 47
272 1803 20
117 1081 19
2652 2686 15
792 1688 3
1770 2145 19
1617 2595 27
2074 2529 19
890 1119 25
852 2649 37
1656 1743 22
639 1036 34
1913 2761 20
871 1093 39
1600 2641 22
168 184 22
221 771 5
1704 2472 11
616 1628 32
1390 2900 23
1958 2904 36
1158 1841 16
341 2567 9
307 433 40
1158 2281 22
1589 2972 27
993 2709 5
899 2402 13
258 1470 20
1510 1746 34
2141 2143 29
1384 1792 17
1787 2661 33
1206 1659 28
97 2216 13
179 2143 25
219 1906 27
597 2908 24
1101 2364 25
2026 2878 36
1120 1649 13
342 2698 24
725 2850 15
996 2052 29
1093 1332 30
22 444 17
1751 2603 24
1137 1971 17
682 2827 37
813 1315 25
122 2739 20
1762 2647 24
1859 2846 29
1241 1385 7
291 1804 30
395 2602 37
2295 2377 20
1401 1616 33
1945 2830 28
340 1603 29
316 779 54
1793 2738 43
2475 2846 36
1127 2993 24
278 1623 4
1194 2002 12
428 2818 55
34 2057 26
333 2213 29
1000 1536 26
956 1741 50
139 1905 36
74 703 2
2313 2779 37
377 866 36
661 1004 6
1517 1782 16
40 1975 13
2550 2837 23
2422 2812 34
450 1769 27
769 1563 25
834 1575 24
1649 2633 25
878 906 33
421 2244 39
2 689 32
764 1363 26
543 2169 37
543 2329 26
170 1309 34
969 2695 33
1331 2363 10
2105 2683 19
968 1175 7
2102 2115 32
490 1419 33
316 1658 36
618 764 34
1684 2239 27
218 1385 14
1469 2893 10
530 2800 13
1035 1160 18
569 788 22
1003 1863 14
2327 2361 7
261 358 36
153 1191 42
2259 2523 19
738 1184 17
1465 2021 32
938 2093 17
916 2396 49
1703 1799 25
1948 2601 34
2422 2876 32
985 1851 10
1251 2924 26
1586 1622 30
19 763 28
2104 2234 21
237 1215 21
1094 1446 10
1146 2929 26
1400 1965 24
1919 2299 38
1397 1713 14
1813 1823 27
1269 1448 13
1505 1637 37
1586 1918 28
268 2779 17
471 745 31
185 446 28
437 2240 27
450 2997 18
2558 2570 32
283 1695 36
798 2929 25
1676 2961 35
2287 2509 13
1675 2372 17
859 1773 11
1374 1598 8
1759 2354 2
675 1379 33
330 1455 15
1760 2758 29
1925 2611 2
209 1671 17
1472 1947 25
615 2207 33
1555 2503 29
923 1202 11
1423 1608 18
447 2082 10
2351 2632 11
625 1301 36
367 1159 31
1943 2714 16
1330 1341 42
488 967 33
1763 1903 7
151 855 14
1105 2843 17
123 1636 13
617 1399 36
1284 1319 23
2321 2454 20
1414 2872 47
1548 1895 19
891 1989 35
415 574 36
482 559 17
998 1835 27
1574 2238 28
122 2312 36
481 2554 15
519 606 15
935 1338 11
2208 2745 11
2361 2872 40
713 999 15
2520 2905 20
183 416 20
306 1332 16
1309 1514 29
606 2102 30
202 754 12
141 2431 25
2088 2994 15
53 2893 32
265 2945 8
886 2338 22
559 783 7
1622 1908 37
420 636 4
977 1807 24
319 1565 30
1994 2949 27
2400 2613 27
1640 2474 41
25 850 35
390 1673 18
1054 1396 25
471 1756 24
661 663 25
829 1645 33
1221 2382 23
440 2086 28
295 2709 22
1129 2851 21
245 2458 10
803 2793 48
179 1193 13
195 2006 8
718 1365 23
